vencedor_papel,primeiro_papel,turnos,rodadas,pontos_a,pontos_b,teve_comeback,juiz_papeis,atacar_principal,atacar_secundario,atacar_terciario,barragem_cadeia,barragem_profundidade_soma,colocar_local,evoluir,guardiao_Descanso,guardiao_Escudos,guardiao_Oprimidos,guardiao_Portais,guardiao_Restauracao,invocar_guardiao,invocar_juiz,invocar_mestre
B,A,234,118,7,11,False,,9,2,223,0,0,9,1,1,1,1,0,1,4,0,0
A,A,173,87,10,6,False,B,9,4,160,0,0,8,0,2,0,1,0,0,3,1,0
A,A,193,97,10,6,False,,7,4,181,0,0,7,2,0,0,1,0,2,3,0,0
A,B,260,130,10,5,False,,7,5,248,0,0,4,0,2,1,1,1,0,5,0,0
B,A,304,152,7,10,False,A,6,4,294,1,2,7,0,1,0,0,0,3,5,1,0
A,B,230,115,10,9,False,,7,8,215,0,0,5,0,1,1,1,0,1,4,0,0
B,B,191,96,9,10,False,,3,8,177,0,0,6,3,2,0,2,0,0,4,0,0
A,B,204,102,10,7,False,,8,5,191,0,0,3,1,2,1,0,1,0,4,0,0
B,B,183,92,9,10,False,,8,3,170,0,0,3,0,0,2,1,0,2,5,0,0
A,A,217,109,10,7,False,,7,3,206,0,0,7,0,1,2,1,1,0,5,0,0
B,B,127,64,6,10,False,,9,4,113,0,0,4,1,0,1,1,0,0,2,0,0
A,A,143,72,10,8,False,,9,2,130,0,0,3,1,0,1,2,3,0,6,0,0
A,A,199,100,10,6,False,,7,5,186,0,0,9,0,2,0,1,1,0,4,0,0
B,B,228,115,7,10,False,,4,9,214,0,0,7,1,0,1,1,0,1,3,0,0
B,B,151,76,4,10,False,B,11,0,140,0,0,6,1,0,1,0,1,2,4,1,0
A,B,134,68,10,6,False,A,9,1,124,0,0,5,1,1,0,1,1,1,4,1,0
A,A,183,92,10,7,False,A,10,3,170,0,0,4,0,0,0,1,1,0,2,1,0
A,B,98,49,10,1,False,,8,0,90,0,0,3,2,2,2,1,1,0,6,0,0
B,B,213,107,7,10,False,,11,3,199,0,0,5,0,1,0,0,1,1,3,0,0
B,B,191,96,8,10,False,,7,5,173,0,0,6,0,0,1,1,2,1,5,0,0
B,A,162,82,8,10,False,,10,3,149,0,0,7,0,1,1,1,2,0,5,0,0
B,A,182,91,4,10,False,B,7,2,173,1,2,5,1,1,1,1,1,0,5,1,0
A,A,217,109,10,9,False,,7,6,204,0,0,8,0,1,3,0,0,0,4,0,0
A,B,194,97,10,8,False,,5,6,182,0,0,8,2,1,2,1,1,1,6,0,0
B,B,220,111,9,10,False,,5,5,210,0,0,8,0,0,2,1,0,2,5,0,0
B,B,207,104,6,10,False,,7,4,196,0,0,5,0,2,0,1,1,0,4,0,0
B,A,160,80,6,10,False,,9,4,147,0,0,4,0,0,1,1,0,1,3,0,0
A,A,183,92,10,7,False,,7,4,168,0,0,8,1,0,2,1,2,0,5,0,0
B,A,190,95,9,10,False,B,7,3,177,0,0,8,1,2,0,2,1,1,6,1,0
B,B,291,146,9,10,False,,7,4,280,0,0,4,0,1,2,0,1,1,5,0,0
A,B,184,93,10,9,False,,6,8,167,0,0,5,1,1,0,3,0,0,4,0,0
B,B,217,109,7,10,False,,9,1,205,1,2,8,0,0,0,1,1,0,3,0,0
A,A,253,127,10,9,False,,7,4,241,0,0,5,0,1,2,2,0,0,5,0,0
A,B,284,142,10,9,False,A,4,2,278,0,0,7,2,3,0,0,2,1,6,1,0
A,A,205,103,10,9,False,,16,1,188,0,0,7,1,0,0,0,2,0,2,0,0
A,A,237,119,10,8,False,,8,0,229,0,0,7,1,2,0,0,1,2,5,0,0
A,B,180,90,10,7,False,,5,5,170,0,0,5,1,2,3,1,0,0,6,0,0
A,B,112,56,10,5,False,,6,8,98,0,0,5,2,1,0,0,1,0,2,0,0
B,A,156,78,7,10,False,A|B,4,3,147,0,0,8,1,1,0,3,2,0,6,2,0
A,A,181,91,10,7,False,,4,4,168,0,0,3,0,0,1,1,2,1,5,0,0
A,B,202,101,10,7,False,,6,4,192,0,0,7,1,3,2,1,0,0,6,0,0
A,A,185,93,10,8,False,,10,2,168,0,0,4,0,0,1,1,0,2,4,0,0
A,B,194,97,10,5,False,A,8,3,183,0,0,3,0,1,1,1,2,0,5,1,0
B,A,190,95,5,10,False,,7,3,180,0,0,6,1,0,0,1,1,2,4,0,0
A,A,201,101,10,8,False,,9,2,187,0,0,6,0,1,0,1,1,2,5,0,0
B,B,203,102,8,10,False,,8,2,193,0,0,4,0,0,2,1,2,0,5,0,0
A,A,178,90,10,7,False,,8,3,164,0,0,7,1,0,1,2,1,2,6,0,0
B,A,208,104,8,10,False,A,8,3,197,0,0,9,1,1,1,1,0,0,3,1,0
B,B,218,110,8,10,False,,8,3,206,0,0,8,0,3,0,1,0,2,6,0,0
B,B,251,126,6,10,False,,8,4,239,0,0,6,2,1,2,0,0,1,4,0,0
A,A,212,107,10,8,False,,5,7,196,0,0,7,0,1,1,1,2,0,5,0,0
B,A,250,125,7,10,False,,9,3,238,0,0,5,0,0,1,0,0,1,2,0,0
B,B,244,123,7,10,False,,4,9,230,0,0,4,0,0,1,1,1,0,3,0,0
B,A,214,107,5,10,False,,5,4,205,0,0,6,1,2,0,0,3,0,5,0,0
A,A,199,100,10,8,False,,7,5,185,0,0,4,1,1,0,1,1,0,3,0,0
B,B,227,114,7,10,False,,10,2,215,0,0,4,0,1,0,0,1,1,3,0,0
B,A,188,94,7,11,False,,12,0,176,0,0,7,2,0,1,1,1,0,3,0,0
B,A,186,94,7,10,False,,5,6,175,0,0,3,0,0,1,1,0,2,4,0,0
A,B,242,121,10,9,False,A,8,2,232,0,0,5,0,2,1,0,0,2,5,1,0
B,B,195,98,9,10,False,A,8,2,184,0,0,7,2,2,1,3,0,0,6,1,0
A,B,306,153,12,8,False,A,8,4,294,0,0,5,1,1,1,0,2,0,4,1,0
B,B,301,151,8,10,False,,8,5,288,0,0,4,1,1,1,0,1,1,4,0,0
B,B,246,124,8,10,False,,2,9,233,0,0,8,0,1,2,1,1,2,7,0,0
B,A,236,118,5,10,False,B,5,5,225,0,0,4,2,1,1,2,2,0,6,1,0
B,B,181,91,8,10,False,,11,4,165,0,0,7,1,0,0,3,0,0,3,0,0
B,A,120,61,4,10,False,,5,5,110,0,0,3,1,0,1,1,1,0,3,0,1
A,B,194,97,10,6,False,,10,3,181,0,0,8,1,1,1,0,0,1,3,0,1
A,A,194,98,10,6,False,,5,6,182,0,0,5,0,1,0,1,3,0,5,0,0
B,A,158,79,7,10,False,,12,1,145,0,0,4,1,0,1,0,0,0,1,0,0
B,B,179,90,7,10,False,,7,3,168,0,0,4,1,0,1,1,0,1,3,0,0
B,B,190,96,7,10,False,,9,2,177,0,0,8,1,0,0,2,0,1,3,0,0
B,A,258,129,9,10,False,,8,5,245,0,0,9,0,0,0,0,2,0,2,0,0
A,A,201,101,10,8,False,,9,4,186,0,0,4,1,1,0,1,0,1,3,0,0
A,B,188,94,10,8,False,A,4,7,177,0,0,5,0,1,2,1,0,1,5,1,1
A,A,191,96,10,6,False,,7,6,177,0,0,5,0,0,1,1,1,2,5,0,0
B,B,144,73,6,10,False,,11,3,129,0,0,4,1,1,0,1,0,0,2,0,0
B,B,205,103,7,10,False,,4,5,193,0,0,2,1,0,1,2,1,0,4,0,0
B,B,197,99,8,10,False,,11,4,179,0,0,6,0,1,0,1,1,0,3,0,0
A,B,150,75,10,5,False,,11,0,139,0,0,4,2,0,0,0,0,1,1,0,0
A,A,199,100,10,8,False,,9,5,185,0,0,7,0,1,1,0,0,0,2,0,0
B,A,230,116,8,10,False,A,4,2,224,0,0,6,0,2,3,1,1,1,8,1,0
A,B,166,84,10,5,False,,8,5,153,0,0,4,1,0,0,1,0,0,1,0,0
A,A,183,92,10,3,False,,6,8,167,0,0,4,0,0,0,1,0,0,1,0,0
A,A,265,133,10,6,False,,4,7,254,0,0,6,0,3,0,0,0,2,5,0,0
A,B,234,117,10,7,False,,9,5,220,0,0,4,0,0,1,0,1,0,2,0,0
B,B,219,110,8,10,False,,8,4,207,0,0,5,1,1,1,0,1,0,3,0,0
B,A,150,75,7,10,False,B,11,0,139,0,0,5,2,1,0,0,0,2,3,1,0
B,B,210,106,5,10,False,,5,3,201,0,0,10,1,3,0,1,2,1,7,0,0
A,A,163,82,10,6,False,,8,4,149,0,0,3,0,1,1,2,0,1,5,0,0
B,B,219,110,6,10,False,,9,4,206,0,0,6,0,0,2,0,0,1,3,0,0
B,A,202,101,5,10,False,,7,4,191,0,0,7,1,1,0,1,0,0,2,0,0
A,A,180,91,10,8,False,,9,2,168,0,0,4,1,0,2,1,1,0,4,0,0
A,B,240,120,10,8,False,,7,6,227,0,0,6,1,1,0,0,1,0,2,0,0
B,A,154,77,5,10,False,,10,1,143,0,0,5,1,0,0,0,1,1,2,0,1
A,B,220,110,10,8,False,,5,10,205,0,0,3,1,0,0,0,1,1,2,0,0
B,A,276,138,7,10,False,A,7,6,263,0,0,6,1,0,0,0,1,1,2,1,0
A,B,216,109,10,9,False,,8,3,203,0,0,8,0,0,1,4,1,0,6,0,0
A,B,178,89,10,9,False,,10,5,161,0,0,7,0,1,0,1,0,0,2,0,0
A,A,231,116,10,7,False,,6,6,219,0,0,8,1,0,1,0,3,2,6,0,0
B,A,212,106,9,10,False,,11,1,200,0,0,7,1,0,1,1,1,1,4,0,0
A,A,171,86,10,8,False,A,5,6,159,0,0,7,0,0,0,2,2,1,5,1,0
A,B,256,128,10,7,False,,9,5,242,0,0,6,0,0,1,0,1,1,3,0,1
B,B,183,92,6,10,False,,8,3,172,0,0,6,0,0,2,0,1,1,4,0,1
B,B,181,91,5,10,False,,9,5,167,0,0,3,1,0,1,0,0,1,2,0,0
B,A,250,125,7,10,False,B,11,4,235,0,0,7,0,1,0,0,0,0,1,1,0
B,A,202,102,9,10,False,,10,4,188,0,0,7,0,0,0,2,2,0,4,0,0
A,A,189,95,10,6,False,,8,7,174,0,0,9,1,0,0,0,0,2,2,0,0
A,B,182,91,10,6,False,,5,4,173,0,0,6,1,0,2,0,2,1,5,0,0
A,A,245,123,10,6,False,B,5,6,234,0,0,7,1,2,0,0,1,0,3,1,0
A,A,182,92,10,8,False,,4,7,170,0,0,5,0,0,1,2,1,1,5,0,0
A,B,158,79,10,6,False,,9,5,144,0,0,4,0,0,2,2,0,1,5,0,0
B,B,175,88,7,10,False,,9,4,157,0,0,5,0,0,1,1,1,0,3,0,0
B,A,164,82,5,10,False,,9,4,151,0,0,8,0,1,1,0,1,0,3,0,0
A,A,183,92,10,5,False,,7,8,166,0,0,6,0,0,1,2,0,0,3,0,0
B,B,265,133,9,12,False,,8,3,254,0,0,6,2,2,2,0,0,1,5,0,0
B,A,314,157,9,10,False,,4,8,302,0,0,6,1,1,2,0,2,1,6,0,0
A,B,202,102,10,8,False,,8,1,193,0,0,3,0,2,1,1,0,1,5,0,0
B,B,171,86,8,10,False,,8,6,157,0,0,5,1,0,0,0,2,0,2,0,0
A,B,212,106,10,7,False,,8,3,201,0,0,1,1,2,2,1,1,0,6,0,0
A,A,199,100,10,9,False,,7,8,182,0,0,6,1,0,1,2,0,0,3,0,0
A,B,114,57,10,8,False,,9,3,100,0,0,6,1,1,0,2,1,0,4,0,1
A,A,193,97,10,6,False,,7,4,182,1,2,6,1,0,0,0,0,2,3,0,1
B,A,136,68,6,10,False,,11,2,122,0,0,4,1,1,0,2,0,0,3,0,0
B,B,177,89,9,10,False,,5,4,162,0,0,3,1,0,1,2,2,0,5,0,0
B,B,81,41,2,10,False,,2,6,73,0,0,3,1,1,0,1,0,1,3,0,0
A,A,166,84,10,7,False,A,8,1,154,0,0,5,0,2,0,1,0,1,4,1,0
A,A,83,42,10,3,False,,7,4,72,0,0,4,2,0,0,0,1,0,1,0,0
B,B,172,87,9,11,False,,13,1,157,0,0,7,2,0,0,1,0,1,2,0,0
A,B,168,84,10,8,False,,9,4,153,0,0,6,1,0,1,0,2,0,3,0,0
A,A,166,84,10,9,False,,4,8,151,0,0,7,1,1,1,2,1,1,6,0,0
B,A,262,131,7,10,False,,8,5,249,0,0,6,1,2,0,0,0,3,5,0,0
B,B,179,90,8,10,False,B,10,3,166,0,0,8,0,1,0,0,2,1,4,1,0
A,A,165,83,10,4,False,,7,5,152,0,0,3,1,1,2,1,0,0,4,0,0
B,B,151,76,5,10,False,,7,5,139,0,0,5,1,0,0,2,0,2,4,0,0
A,A,229,115,10,8,False,,9,3,216,0,0,8,0,2,0,1,0,2,5,0,0
B,B,193,97,9,10,False,A,9,3,181,0,0,7,1,1,1,0,0,1,3,1,0
A,B,140,70,10,5,False,A,9,3,128,0,0,3,2,1,1,0,0,0,2,1,0
A,A,201,101,10,7,False,,8,5,188,0,0,8,1,0,2,0,1,0,3,0,0
A,B,128,64,10,7,False,,9,3,116,0,0,4,1,0,0,1,0,0,1,0,1
A,B,184,92,10,9,False,,9,2,173,0,0,6,0,1,1,1,2,0,5,0,0
A,A,285,143,10,8,False,,8,1,276,0,0,9,0,2,1,0,3,1,7,0,0
B,B,253,127,7,10,False,,8,2,243,0,0,7,0,0,0,0,3,0,3,0,0
B,B,199,100,7,10,False,,5,9,184,0,0,4,0,1,0,1,1,1,4,0,0
B,A,194,97,9,10,True,B,7,5,182,0,0,4,1,0,1,0,0,0,1,1,0
B,A,184,92,7,10,False,,9,5,170,0,0,6,1,0,1,0,1,1,3,0,0
B,B,185,93,8,10,False,,8,8,169,0,0,2,1,0,0,0,2,0,2,0,0
A,B,192,96,10,8,False,,9,3,180,0,0,7,1,2,1,0,1,0,4,0,0
A,A,175,88,10,5,False,A,7,3,164,0,0,5,1,0,0,2,0,1,3,1,0
B,A,174,88,5,10,False,B,6,5,163,0,0,9,1,1,0,1,2,1,5,1,0
B,B,201,101,7,10,False,,11,3,185,0,0,7,0,0,0,1,0,1,2,0,0
A,A,165,83,10,9,False,,8,6,149,1,2,5,1,0,0,1,0,0,2,0,0
B,B,215,108,9,10,False,,6,4,205,0,0,8,2,2,1,0,2,1,6,0,0
A,B,238,119,10,7,False,,6,10,222,0,0,4,0,0,0,0,1,1,2,0,0
B,B,205,103,5,10,False,B,8,2,195,0,0,3,0,1,2,0,2,0,5,1,0
B,A,226,114,6,10,False,,8,2,216,1,2,7,0,2,0,1,2,0,6,0,0
B,A,228,114,9,10,False,,10,4,211,0,0,3,1,1,0,1,1,0,3,0,0
B,B,89,45,4,10,False,,12,2,75,0,0,2,1,0,0,0,1,0,1,0,0
B,B,245,123,6,10,False,,5,7,232,0,0,8,0,2,1,1,0,0,4,0,0
B,B,161,81,6,11,False,,5,2,154,0,0,6,5,1,1,0,4,0,6,0,0
A,B,196,98,10,7,False,,5,6,185,0,0,7,1,0,2,1,0,1,4,0,0
A,B,286,143,10,7,False,,10,3,273,0,0,6,0,3,0,0,0,1,4,0,0
A,B,220,110,10,6,False,,7,6,207,0,0,5,1,2,0,0,2,1,5,0,0
A,A,182,92,10,8,False,,10,4,166,0,0,4,0,0,0,1,3,0,4,0,0
B,B,211,106,8,10,False,,8,5,197,0,0,7,0,1,2,1,0,0,4,0,0
B,B,208,105,8,10,False,,8,4,189,1,2,9,0,0,0,1,1,0,3,0,0
A,A,191,96,10,7,False,A,3,6,180,0,0,7,1,2,0,2,2,1,7,1,0
A,A,291,146,12,7,False,,4,7,280,0,0,8,2,0,1,2,0,1,4,0,0
B,B,254,128,9,10,False,,8,5,241,0,0,5,0,2,3,1,0,0,6,0,0
B,B,119,60,2,10,False,,6,3,110,0,0,1,2,2,1,0,3,0,6,0,0
A,A,271,136,10,7,False,,9,6,256,0,0,7,0,1,0,0,1,1,3,0,0
A,A,173,87,10,8,False,,7,4,162,0,0,7,1,3,0,1,0,1,5,0,0
B,B,201,101,4,10,False,B,6,5,189,0,0,7,1,2,0,1,2,1,6,1,0
A,A,213,107,10,9,False,,9,5,196,0,0,2,0,0,0,2,0,1,3,0,0
B,A,248,124,5,10,False,,5,6,237,0,0,8,0,1,0,1,1,1,4,0,0
A,A,227,114,10,6,False,A,9,2,216,0,0,7,0,1,1,0,0,2,4,1,0
A,A,251,126,10,9,False,,5,6,236,0,0,8,1,0,0,2,0,0,2,0,0
B,B,305,153,8,10,False,,6,5,294,0,0,4,2,0,1,0,1,0,2,0,1
B,B,213,107,5,10,False,,9,3,201,0,0,2,0,1,0,0,2,0,3,0,0
B,B,145,73,4,10,False,B,9,1,134,0,0,5,0,2,1,1,0,1,5,1,0
B,A,164,82,6,10,False,,8,6,150,0,0,8,0,1,0,1,1,0,3,0,0
B,B,257,129,8,10,False,,6,3,245,0,0,3,2,1,0,2,0,2,5,0,0
B,B,135,68,5,10,False,,10,3,122,0,0,5,1,0,1,0,1,1,3,0,0
A,B,280,140,10,8,False,,7,5,268,0,0,5,0,1,3,0,1,1,6,0,0
B,B,191,96,6,10,False,,8,4,178,0,0,7,1,0,0,1,1,0,2,0,0
A,B,122,61,10,2,False,,7,4,111,0,0,7,1,2,0,0,0,1,3,0,0
A,B,192,96,10,7,False,,7,5,180,0,0,6,2,0,0,1,1,0,2,0,0
A,B,188,94,10,5,False,,10,2,176,0,0,2,1,1,2,1,0,0,4,0,0
B,A,238,119,8,10,False,A,8,3,227,0,0,5,0,1,0,1,2,1,5,1,0
B,B,233,117,6,10,False,,9,2,220,0,0,5,2,2,0,2,0,0,4,0,0
B,B,205,103,7,10,False,,7,7,191,0,0,4,0,1,0,0,0,0,1,0,0
A,A,149,75,10,5,False,,8,9,132,0,0,4,1,0,0,0,0,1,1,0,0
A,A,147,74,10,6,False,,7,6,134,0,0,4,1,1,1,0,0,2,4,0,0
A,A,185,93,10,9,False,,10,5,168,0,0,5,1,0,0,2,0,1,3,0,0
A,B,316,158,10,7,False,,5,4,307,0,0,9,2,2,1,0,1,0,4,0,0
B,A,174,87,6,10,True,B,7,7,160,0,0,8,2,0,1,0,0,0,1,1,0
A,A,153,77,10,6,False,B,4,5,144,0,0,3,1,1,2,0,1,2,6,1,0
B,A,154,77,4,10,False,B,10,4,140,0,0,6,0,0,0,0,1,1,2,1,0
A,B,172,86,10,7,False,,11,3,158,0,0,6,0,0,0,1,2,0,3,0,0
B,A,196,98,7,10,False,,6,3,187,0,0,7,0,1,1,1,1,2,6,0,0
B,B,263,132,9,10,False,,9,5,249,0,0,8,0,1,1,0,1,0,3,0,0
A,A,177,89,10,7,False,,11,3,160,0,0,5,0,2,0,1,1,0,4,0,0
B,A,192,97,9,10,False,,7,5,176,0,0,6,0,1,0,3,0,1,5,0,0
B,B,171,86,8,10,True,A,9,5,157,0,0,6,1,0,0,0,0,1,1,1,0
A,B,276,138,10,8,False,,10,5,261,0,0,8,1,0,0,0,0,0,0,0,0
B,A,318,159,8,10,False,,5,7,306,0,0,5,0,0,2,0,0,2,4,0,0
A,B,132,66,10,3,False,,8,3,121,0,0,4,2,2,1,0,0,0,3,0,0
A,A,234,118,10,9,False,,9,2,223,0,0,6,1,1,1,1,0,1,4,0,0
B,A,222,111,6,10,False,,10,0,212,0,0,3,3,0,0,0,2,1,3,0,0
B,B,203,102,6,10,False,,5,6,192,0,0,11,1,0,0,0,1,3,4,0,0
A,B,272,136,10,8,False,,4,8,260,0,0,9,1,0,3,0,0,1,4,0,0
B,B,188,95,8,10,False,,11,5,169,0,0,8,0,1,0,1,0,1,3,0,0
B,A,124,62,3,10,False,,6,9,109,0,0,4,2,0,0,0,1,1,2,0,0
B,B,135,68,2,10,False,,6,3,125,0,0,4,1,1,1,1,0,2,5,0,0
A,B,238,119,10,9,False,,7,5,226,0,0,6,0,2,2,0,2,1,7,0,0
B,B,193,97,6,10,False,,5,4,184,0,0,8,1,2,2,0,1,1,6,0,0
A,A,197,99,10,8,False,,5,7,185,0,0,7,1,0,1,0,1,2,4,0,0
A,B,216,108,10,8,False,,11,3,202,0,0,7,2,2,0,0,0,0,2,0,0
A,A,235,118,10,9,False,,8,5,222,1,2,6,0,1,0,0,0,2,4,0,0
B,A,246,123,8,11,False,,7,3,236,0,0,9,1,1,1,2,1,2,7,0,0
A,B,202,102,10,8,False,B,6,4,192,0,0,9,2,1,1,2,0,0,4,1,0
B,B,223,112,5,10,False,B,8,2,213,0,0,8,0,1,1,0,1,3,6,1,0
A,B,166,83,10,5,False,A,7,3,156,0,0,6,0,0,1,1,3,0,5,1,0
A,B,152,76,10,8,False,,5,3,142,0,0,5,1,1,2,2,0,1,6,0,0
A,B,178,89,10,6,False,,11,2,165,0,0,5,0,0,0,1,2,1,4,0,0
B,A,188,94,4,10,False,,7,5,176,0,0,4,0,1,0,1,2,2,6,0,0
A,A,130,66,10,8,False,,10,4,115,0,0,4,1,0,2,1,0,0,3,0,0
A,A,237,119,10,8,False,,10,5,222,0,0,5,1,0,2,0,0,2,4,0,0
A,B,250,125,10,9,False,,9,8,233,0,0,6,0,0,0,0,1,0,1,0,0
B,B,241,121,6,10,False,B,8,3,230,0,0,8,0,1,2,0,1,1,5,1,0
A,A,237,119,10,7,False,,7,6,224,0,0,8,0,2,1,0,1,0,4,0,0
B,A,162,81,5,10,False,,4,5,153,1,2,3,2,0,1,0,1,0,3,0,0
B,B,253,127,9,10,False,,7,6,239,0,0,10,0,2,1,1,0,0,4,0,0
B,A,178,89,5,10,False,A|B,4,5,169,0,0,6,2,1,0,0,2,0,3,2,0
B,A,96,48,5,10,False,,12,2,82,0,0,3,0,0,0,1,1,0,2,0,0
B,A,178,89,7,10,False,,11,3,164,0,0,5,2,1,1,0,1,0,3,0,0
B,B,157,79,8,10,False,,10,3,142,0,0,3,1,0,2,1,0,0,3,0,0
A,A,131,66,10,6,False,A,13,0,118,0,0,4,2,1,2,0,0,0,3,1,0
B,A,280,140,8,10,False,,10,3,267,0,0,7,1,3,1,0,0,1,5,0,0
B,B,255,128,7,10,False,,7,8,240,0,0,7,0,2,1,0,0,1,4,0,0
A,A,265,133,10,8,False,,10,3,252,1,2,4,0,0,0,0,1,0,1,1,0
A,A,267,134,10,7,False,A|B,5,5,257,0,0,6,1,2,0,0,0,2,4,2,0
A,B,200,100,10,7,False,,8,6,186,0,0,5,2,1,0,0,0,1,2,0,0
B,A,168,85,6,10,False,,8,3,155,0,0,4,1,2,0,1,3,0,6,0,0
B,A,270,135,9,10,False,A,5,4,261,0,0,10,2,0,0,1,2,2,5,1,0
A,A,238,120,10,7,False,,10,2,226,0,0,6,1,1,0,1,1,0,3,0,0
A,B,296,149,10,8,False,B,3,6,287,0,0,5,1,1,1,1,1,2,6,1,0
B,A,270,135,9,10,False,,10,4,256,0,0,6,0,0,1,0,0,0,1,0,0
A,B,194,97,10,8,False,,3,8,183,0,0,8,0,1,2,1,0,1,5,0,0
A,B,162,81,10,8,False,,13,1,148,0,0,9,0,0,0,1,0,1,2,0,0
A,B,170,85,10,7,False,,12,2,156,0,0,5,1,1,0,1,1,0,3,0,0
B,B,79,40,1,10,False,,3,4,72,0,0,2,1,1,0,1,3,0,5,0,0
B,A,282,141,9,10,False,,6,4,272,1,2,7,1,0,0,0,1,1,3,0,0
B,B,183,92,8,10,False,,10,2,171,0,0,8,1,0,1,1,0,1,3,0,0
A,A,194,98,10,7,False,,7,4,182,0,0,3,0,2,0,2,1,1,6,0,0
A,B,204,103,10,9,False,,10,3,189,0,0,9,1,0,1,2,0,0,3,0,0
B,B,211,106,6,10,False,,6,3,201,0,0,7,1,0,2,1,3,1,7,0,0
A,A,189,95,10,6,False,,10,4,173,0,0,6,1,0,0,1,0,1,2,0,0
A,B,170,85,10,8,False,,5,5,157,0,0,7,1,1,0,2,1,1,5,0,0
B,B,153,77,8,10,False,,11,0,141,0,0,5,1,1,0,1,1,2,5,0,0
A,B,196,98,10,6,False,A,7,9,180,0,0,8,0,0,0,0,0,0,0,1,0
B,A,130,66,8,10,False,,10,0,119,0,0,7,2,1,1,2,2,1,7,0,0
A,B,298,149,10,9,False,,5,8,285,0,0,5,0,1,1,0,0,2,4,0,0
A,A,253,127,10,7,False,A,5,10,238,0,0,6,0,1,0,0,1,1,3,1,0
B,A,278,139,8,10,False,A,6,3,269,0,0,2,1,1,1,0,2,1,5,1,0
A,A,179,90,10,8,False,,9,5,165,0,0,3,1,1,0,0,1,3,5,0,0
A,B,206,103,10,6,False,,6,4,196,1,2,3,1,0,2,0,1,0,3,1,0
B,B,247,124,9,10,False,A,9,3,233,0,0,7,2,0,0,1,0,1,2,1,0
B,A,136,68,7,10,False,B,11,3,122,0,0,6,1,1,1,0,0,0,2,1,0
A,B,188,95,10,7,False,A,10,1,177,0,0,6,1,1,0,1,1,1,4,1,0
A,B,270,135,10,8,False,,7,5,258,0,0,6,0,1,1,0,0,2,4,0,0
A,B,250,125,10,7,False,,2,6,242,0,0,6,1,1,2,1,1,2,7,0,0
B,B,145,73,9,10,False,,9,1,135,0,0,6,2,1,1,2,1,1,6,0,0
A,B,248,124,10,8,False,,8,5,235,0,0,7,1,2,1,0,0,2,5,0,0
B,A,226,113,7,10,False,,5,8,213,0,0,6,0,0,1,0,2,2,5,0,0
A,A,189,95,10,9,False,,9,2,178,0,0,4,1,2,0,2,1,1,6,0,0
A,A,201,101,10,5,False,,6,5,189,1,2,4,1,0,0,1,0,0,2,0,0
A,B,158,80,10,7,False,,6,3,149,0,0,5,1,2,0,2,2,0,6,0,0
B,B,187,94,7,10,False,,9,3,175,0,0,7,0,0,2,0,1,0,3,0,0
B,A,202,101,9,10,False,,10,2,190,0,0,8,0,1,0,1,2,0,4,0,0
A,A,141,71,10,9,False,,6,2,130,0,0,6,0,0,1,2,1,0,4,0,0
B,B,179,90,7,10,False,,5,7,163,0,0,5,0,0,0,0,3,1,4,0,0
A,A,237,119,10,7,False,,7,5,225,0,0,3,1,2,1,0,1,0,4,0,0
B,A,226,113,7,10,False,,4,5,217,0,0,4,0,1,2,1,1,2,7,0,0
A,A,213,107,10,7,False,,6,4,202,1,2,4,0,0,0,1,1,2,5,0,0
A,A,244,123,10,9,False,,3,8,232,0,0,7,1,2,0,1,0,2,5,0,0
A,B,178,89,10,5,False,,9,2,167,0,0,5,0,0,1,2,0,2,5,0,0
A,B,158,79,10,6,False,,11,3,144,0,0,6,0,2,0,1,0,1,4,0,0
B,A,166,83,9,10,False,,8,5,153,0,0,6,1,0,2,1,0,0,3,0,0
A,A,183,92,10,6,False,,6,7,168,0,0,5,1,2,1,1,0,1,5,0,0
A,B,178,90,10,8,False,,8,3,167,0,0,3,1,4,0,1,0,0,5,0,0
A,B,192,96,10,8,False,,7,2,181,0,0,6,1,2,0,2,0,1,5,0,0
B,B,273,137,6,10,False,,5,4,264,0,0,7,1,0,2,0,2,3,7,0,0
B,A,122,62,7,10,False,,12,0,109,0,0,7,1,0,0,2,1,0,3,0,0
B,B,206,104,5,10,False,,5,4,196,0,0,4,0,2,0,1,2,0,5,0,0
B,A,162,81,6,10,False,,8,2,152,1,2,5,1,0,2,1,0,2,6,0,0
A,A,148,75,10,4,False,,7,4,137,0,0,3,0,1,0,1,2,0,4,0,0
A,B,88,44,10,3,False,,7,3,78,0,0,3,1,0,1,1,0,0,2,0,0
A,B,262,131,10,9,False,,7,6,247,0,0,7,1,0,1,0,0,2,3,0,0
B,A,220,110,8,10,False,,11,2,207,0,0,7,0,0,1,0,1,0,2,0,0
B,A,156,78,6,10,False,,10,5,141,0,0,4,1,0,1,0,2,1,4,0,0
B,B,297,149,9,10,False,,7,0,290,1,2,6,2,1,1,0,0,2,4,1,0
A,B,116,58,10,3,False,,8,3,103,0,0,4,1,2,0,1,0,1,4,0,0
B,A,206,104,9,10,False,,7,0,196,0,0,4,0,0,1,3,1,2,7,0,0
B,A,190,95,4,10,False,,5,5,180,0,0,8,1,2,1,0,1,3,7,0,0
A,B,200,101,10,8,False,,4,9,185,0,0,4,1,0,1,2,0,1,4,0,0
