vencedor_papel,primeiro_papel,turnos,rodadas,pontos_a,pontos_b,teve_comeback,juiz_papeis,atacar_principal,atacar_secundario,atacar_terciario,barragem_cadeia,barragem_profundidade_soma,colocar_local,evoluir,guardiao_Descanso,guardiao_Escudos,guardiao_Oprimidos,guardiao_Portais,guardiao_Restauracao,invocar_guardiao,invocar_juiz,invocar_mestre
A,B,152,77,10,6,False,,6,6,140,0,0,5,2,1,0,1,0,0,2,0,0
B,A,214,107,5,10,False,,5,6,203,0,0,3,1,1,0,2,0,2,5,0,0
B,A,242,122,7,10,False,,7,6,229,0,0,4,0,1,3,1,0,0,5,0,0
A,B,182,91,10,7,False,,8,7,167,0,0,7,1,0,0,0,1,1,2,0,0
B,A,210,105,8,10,False,A,10,3,197,0,0,7,0,1,1,0,1,1,4,1,0
A,B,164,82,10,9,False,,10,3,147,0,0,3,0,0,0,2,0,0,2,0,0
B,A,172,86,6,10,False,,7,1,164,0,0,3,2,2,1,1,1,2,7,0,0
B,B,269,135,9,10,False,,5,4,260,2,4,5,2,0,1,0,1,1,5,0,0
B,B,219,110,8,10,False,,6,4,207,0,0,4,0,0,0,1,2,2,5,0,0
A,A,267,134,10,8,False,,5,7,255,0,0,6,1,2,1,0,1,0,4,0,0
A,B,186,93,10,8,False,,7,6,173,0,0,5,1,1,0,0,1,0,2,0,0
A,B,208,104,10,9,False,,6,4,198,0,0,7,0,1,3,1,0,0,5,0,0
B,B,185,93,5,10,False,B,7,4,173,0,0,4,1,2,0,1,0,1,4,1,0
A,A,153,77,10,7,False,,9,3,140,0,0,6,1,2,0,1,1,0,4,0,0
A,B,256,128,10,7,False,,8,4,244,0,0,9,1,1,1,0,2,1,5,0,0
A,B,196,98,10,5,False,,8,5,183,1,2,5,1,0,1,1,1,0,4,0,0
B,A,214,107,7,10,False,B,7,6,201,0,0,7,0,0,2,1,0,0,3,1,0
A,A,223,112,10,8,False,,10,4,209,0,0,7,0,0,0,0,1,1,2,0,0
A,B,284,142,10,9,False,,6,6,272,0,0,8,1,2,0,0,1,1,4,0,0
B,B,183,92,8,10,False,,8,2,167,0,0,2,1,0,1,1,2,1,5,0,0
A,A,186,94,10,7,False,,8,4,172,0,0,7,1,0,0,2,2,2,6,0,0
B,A,298,149,9,10,False,,6,5,287,0,0,6,0,2,1,0,2,0,5,0,0
A,A,101,51,10,5,False,B,5,5,91,0,0,3,2,0,0,1,3,0,4,1,0
A,A,249,125,10,6,False,B,6,4,235,0,0,9,0,1,1,1,2,0,5,1,0
A,B,208,104,10,9,False,,6,5,192,0,0,4,0,0,1,3,0,1,5,0,0
B,B,179,90,4,10,False,,4,3,172,1,2,6,0,2,0,1,1,0,5,0,0
A,B,106,54,10,5,False,,6,6,93,0,0,3,0,1,0,2,0,1,4,0,0
B,B,149,75,7,10,False,B,8,1,137,0,0,6,1,2,0,2,1,1,6,1,0
B,B,174,88,8,10,False,A,8,4,161,0,0,7,0,2,0,3,0,0,5,1,0
B,A,124,62,5,10,False,,11,6,107,0,0,4,1,1,0,1,0,0,2,0,0
A,B,190,96,10,5,False,A,8,3,179,0,0,5,2,1,1,1,0,0,3,1,0
B,A,212,106,7,10,False,,11,1,200,0,0,8,0,0,2,0,0,0,2,0,0
B,A,124,62,4,10,False,,6,4,114,0,0,3,1,2,1,1,0,2,6,0,0
B,B,277,139,9,10,False,,7,8,262,0,0,5,2,1,0,0,0,2,3,0,0
A,A,185,93,10,6,False,A,5,8,172,0,0,6,0,3,0,0,0,1,4,1,0
B,B,273,137,9,10,False,B,4,10,259,0,0,10,0,1,0,1,1,0,3,1,0
B,B,205,103,6,10,False,,5,8,191,0,0,6,1,0,2,1,0,1,4,0,0
B,A,214,107,8,10,False,,8,5,201,1,2,5,0,0,0,2,0,1,4,0,0
A,A,191,96,10,9,False,B,6,2,183,0,0,7,1,0,0,1,3,4,8,1,0
A,A,253,127,10,9,False,B,10,1,242,0,0,8,2,0,3,0,0,5,8,1,0
A,B,202,101,10,6,False,,7,4,191,0,0,6,2,1,0,0,1,3,5,0,0
A,A,183,92,10,7,False,A,8,5,166,0,0,6,1,1,0,1,0,1,3,1,0
B,A,124,62,2,11,False,A|B,3,4,117,0,0,9,3,2,1,1,0,0,4,2,0
B,B,197,99,6,10,False,B,5,4,187,0,0,2,1,2,1,1,1,0,5,1,0
A,B,204,102,10,8,False,A,7,4,193,0,0,5,1,0,2,1,1,2,6,1,0
B,B,168,85,9,10,False,,12,2,152,0,0,5,1,1,0,3,0,1,5,0,0
B,A,206,103,8,10,False,A,6,7,193,0,0,6,0,0,1,1,0,0,2,1,0
A,A,231,116,10,8,False,,10,7,214,0,0,3,1,1,0,0,0,2,3,0,0
A,A,149,75,10,9,False,,9,1,135,0,0,4,0,0,0,2,4,0,6,0,0
B,B,185,93,9,10,False,,7,2,174,0,0,6,1,1,2,1,1,0,5,0,0
B,A,212,106,9,10,False,,10,2,197,0,0,5,0,0,1,1,1,1,4,0,0
B,A,280,140,9,10,False,,7,5,268,0,0,6,1,1,2,0,1,0,4,0,0
A,A,231,116,10,5,False,,5,3,219,0,0,7,1,1,1,1,2,2,7,0,0
B,A,168,84,6,10,False,,7,3,158,0,0,7,0,4,0,1,0,1,6,0,0
A,B,140,70,10,8,False,,7,5,127,0,0,2,2,1,2,2,0,0,5,0,0
B,B,249,125,7,10,False,,6,4,238,0,0,6,0,0,1,2,0,2,5,0,1
A,B,174,87,10,6,False,,11,4,159,0,0,4,0,0,0,1,0,2,3,0,0
B,B,199,100,8,10,False,,7,5,186,0,0,7,1,0,1,2,0,1,4,0,0
B,B,198,100,9,10,False,,7,4,185,0,0,6,1,0,0,2,1,0,3,0,0
B,A,228,114,6,10,False,,5,11,212,0,0,7,0,1,0,0,1,1,3,0,0
B,B,299,150,9,10,False,,8,2,289,0,0,6,1,1,1,0,1,2,5,0,0
B,A,164,82,6,10,False,B,6,9,149,0,0,10,0,0,1,1,1,1,4,1,0
B,B,215,108,7,10,False,,10,4,201,0,0,4,2,3,1,0,0,0,4,0,0
A,A,197,99,10,9,False,,10,1,185,0,0,7,2,1,2,2,0,0,5,0,0
B,A,212,106,9,10,False,,9,2,201,0,0,4,1,0,2,1,0,1,4,0,0
B,A,296,148,9,10,False,A,7,6,283,0,0,7,0,1,0,0,2,1,4,1,0
B,B,293,147,9,10,False,,11,5,277,0,0,8,0,0,1,0,1,0,2,0,0
A,A,174,88,10,7,False,,7,7,159,0,0,3,0,1,0,1,0,0,2,0,0
A,A,241,121,10,9,False,A,4,9,228,0,0,8,1,0,1,0,1,2,4,1,0
B,A,240,120,6,10,False,,5,6,229,0,0,5,1,3,0,1,0,0,4,0,0
B,A,202,101,7,10,False,B,6,7,189,0,0,9,1,1,1,0,2,0,4,1,0
B,B,165,83,8,10,False,,10,3,150,0,0,6,1,0,2,2,0,0,4,0,0
A,B,184,92,10,8,False,,7,3,174,0,0,8,1,1,2,2,0,0,5,0,0
B,A,262,131,9,10,False,,10,4,248,0,0,3,0,0,0,0,2,0,2,0,0
A,A,227,114,10,8,False,,10,2,215,0,0,3,0,0,0,0,1,2,3,0,0
A,B,240,120,10,7,False,,6,5,229,1,2,8,1,1,0,0,2,1,5,0,0
B,A,158,79,5,10,False,,8,5,145,0,0,6,0,0,2,1,0,0,3,0,0
A,B,226,113,10,4,False,,7,5,214,0,0,5,0,0,1,2,1,0,4,0,0
A,B,188,95,10,9,False,,10,3,173,0,0,7,0,0,0,2,0,0,2,0,0
A,A,129,65,10,9,False,,8,4,114,0,0,6,1,0,0,3,0,1,4,0,0
B,A,224,112,9,10,False,A,10,1,211,0,0,9,1,0,2,1,1,1,5,1,0
A,B,220,110,10,8,False,,7,3,210,0,0,6,2,1,1,1,1,0,4,0,1
B,B,229,115,6,10,False,B,8,3,218,0,0,3,1,1,1,0,1,2,5,1,0
A,B,222,111,10,8,False,,7,4,211,0,0,7,0,1,2,1,0,1,5,0,0
A,A,245,123,10,9,True,,11,3,231,0,0,5,0,0,1,0,0,2,3,0,0
B,B,193,97,8,10,False,,10,4,179,0,0,5,0,0,1,0,0,0,1,0,0
B,B,157,79,8,10,False,,8,3,146,0,0,4,1,1,0,0,0,0,1,0,0
A,B,206,103,10,8,False,,7,4,195,2,4,6,0,0,0,1,0,0,3,0,0
A,A,172,87,10,6,False,,9,5,157,0,0,9,0,1,0,1,1,1,4,0,0
A,A,172,87,10,7,False,,6,2,162,0,0,2,1,0,2,1,2,2,7,0,0
A,A,149,75,10,8,False,A,6,1,136,0,0,3,0,0,0,4,1,2,7,1,1
B,B,203,102,7,10,False,,6,6,191,0,0,6,0,0,0,1,2,1,4,0,0
A,B,260,130,10,8,False,,11,4,245,0,0,9,0,1,0,0,0,1,2,0,0
B,B,141,71,7,10,False,,7,3,128,0,0,6,0,1,2,1,1,0,5,0,0
A,A,195,98,10,6,False,,7,6,182,0,0,3,0,0,2,0,0,1,3,0,0
A,B,172,87,10,8,False,,8,1,160,0,0,6,0,1,1,3,0,1,6,0,0
B,A,250,125,7,10,False,A|B,9,4,237,0,0,6,0,0,0,0,0,1,1,2,0
B,A,206,103,8,10,False,,14,1,191,0,0,7,0,0,1,0,1,0,2,0,0
B,B,157,79,8,10,False,,10,3,142,0,0,10,0,0,1,2,0,0,3,0,0
A,B,116,59,10,5,False,,9,2,105,0,0,7,1,1,0,1,0,1,3,0,0
B,A,228,115,7,10,False,,8,6,214,0,0,5,0,0,2,1,0,1,4,0,0
B,B,131,66,5,10,False,,9,4,118,0,0,3,1,0,1,0,1,0,2,0,0
B,B,207,104,8,10,False,,13,2,192,0,0,5,0,0,0,0,0,1,1,0,0
A,A,153,77,10,4,False,,10,3,138,0,0,5,1,0,0,1,2,0,3,0,0
A,B,160,80,10,9,False,,12,4,141,0,0,5,0,1,1,1,0,0,3,0,0
A,A,183,92,10,7,True,,6,3,174,1,2,8,1,1,1,0,0,3,5,1,0
A,A,293,147,10,9,False,B,10,2,281,0,0,9,1,0,0,0,0,1,1,1,0
B,A,198,99,8,10,False,,5,8,183,0,0,4,1,1,1,2,1,0,5,0,0
B,B,201,101,8,10,False,,7,3,191,1,2,5,0,0,0,1,2,1,5,0,0
A,B,222,111,10,9,False,,10,4,204,0,0,6,1,0,1,2,0,0,3,0,0
A,A,287,144,10,9,False,,7,4,276,0,0,4,2,1,1,0,1,0,3,0,0
A,A,161,81,10,7,False,,9,5,147,0,0,6,0,1,0,0,0,1,2,0,0
B,A,148,74,5,10,False,B,8,5,135,0,0,8,2,1,0,1,0,0,2,1,0
B,A,228,114,9,10,False,,3,7,217,0,0,7,1,0,1,1,2,1,5,0,0
A,B,232,116,10,7,False,A|B,7,0,225,0,0,8,1,2,1,2,0,2,7,2,0
A,B,160,80,10,6,False,,9,0,151,0,0,6,0,1,1,1,1,2,6,0,0
B,A,162,81,6,10,False,,6,6,149,0,0,4,3,1,0,1,0,1,3,0,0
A,B,220,110,10,6,False,A,3,10,207,0,0,7,0,0,1,1,0,3,5,1,0
A,A,275,138,10,6,False,B,7,4,264,0,0,10,1,1,2,0,1,1,5,1,0
B,A,154,77,6,10,False,B,4,4,146,0,0,7,2,0,1,1,2,0,4,1,0
A,A,185,93,10,7,False,,11,5,169,0,0,8,0,0,1,0,0,0,1,0,0
B,B,147,74,5,10,False,,5,8,133,0,0,9,1,2,0,1,0,0,3,0,0
A,B,168,84,10,9,False,A,4,4,158,0,0,6,1,1,1,3,1,1,7,1,0
B,A,198,99,7,10,False,,11,4,183,0,0,8,1,0,1,0,1,0,2,0,0
B,A,194,97,6,10,False,,13,3,178,0,0,7,0,1,1,1,0,0,3,0,0
A,B,192,97,10,8,False,,5,8,179,0,0,4,0,1,1,2,0,0,4,0,0
B,A,214,107,6,10,False,,9,3,202,0,0,1,0,0,1,0,1,1,3,0,0
B,B,189,95,8,10,False,,10,5,174,0,0,8,0,1,0,0,0,0,1,0,0
B,B,177,89,4,10,False,B,4,4,167,0,0,6,1,1,1,1,1,2,6,1,0
B,B,301,151,9,10,False,A,9,3,289,0,0,5,0,0,2,0,1,2,5,1,0
B,A,268,134,9,10,False,,10,3,255,0,0,5,1,0,0,0,0,1,1,0,0
A,A,189,95,10,9,False,,9,3,175,0,0,5,1,0,2,2,0,1,5,0,0
B,B,241,121,9,10,False,,9,2,230,0,0,7,2,1,1,1,2,1,6,0,0
B,B,239,120,9,10,False,,10,3,226,0,0,8,0,0,1,0,2,0,3,0,0
A,A,155,78,10,6,False,,6,4,144,0,0,7,0,0,0,3,1,1,5,0,0
A,A,219,110,11,9,False,A,8,0,211,1,2,8,1,1,1,0,1,0,4,1,0
B,A,192,97,8,10,False,,7,3,182,0,0,10,1,0,2,1,1,2,6,0,0
B,B,169,85,6,11,False,,10,3,153,0,0,4,2,0,0,1,0,1,2,0,0
B,A,164,82,7,10,False,,11,4,149,0,0,7,1,0,1,0,0,3,4,0,0
B,A,224,112,7,10,False,,8,6,208,0,0,5,1,1,0,1,1,1,4,0,0
B,A,190,95,7,10,False,B,7,3,179,0,0,6,1,0,2,1,1,0,4,1,0
B,B,217,109,9,10,False,,8,4,203,1,2,7,0,0,0,0,2,2,5,0,0
B,A,256,128,7,10,False,A,8,4,244,0,0,4,0,0,0,1,1,1,3,1,0
A,B,196,99,10,8,False,,12,2,182,0,0,3,0,1,1,1,0,0,3,0,0
B,A,168,84,9,10,False,,9,5,151,0,0,7,0,1,1,1,0,1,4,0,0
A,B,214,108,10,8,False,,7,6,201,0,0,6,0,1,0,1,0,0,2,0,0
A,A,197,99,10,7,False,A,8,5,184,0,0,9,1,1,2,0,0,0,3,1,1
A,A,216,109,10,9,False,,9,3,202,0,0,6,1,0,1,1,0,2,4,0,0
B,B,207,104,9,10,False,,8,8,191,0,0,7,0,2,1,0,0,1,4,0,0
B,A,182,91,5,10,False,,8,3,171,0,0,8,1,0,1,1,3,0,5,0,0
A,A,299,150,10,8,False,,10,4,285,0,0,5,1,1,1,0,1,0,3,0,0
A,A,271,136,10,9,False,,6,5,260,0,0,5,1,0,1,0,0,2,3,0,0
B,A,186,94,8,10,False,,7,2,177,0,0,5,0,2,3,1,0,1,7,0,0
B,A,200,100,9,10,False,,10,4,186,0,0,7,1,1,0,1,1,1,4,0,0
B,A,106,53,3,10,False,,10,3,93,0,0,4,1,1,0,0,0,1,2,0,0
B,B,263,132,9,10,False,,10,3,248,0,0,5,0,0,2,1,0,2,5,0,0
B,A,186,93,5,10,False,B,11,1,174,0,0,8,0,1,1,0,0,1,3,1,0
A,A,273,137,10,9,False,,6,4,263,0,0,5,1,1,0,0,2,1,4,0,0
A,A,243,122,10,8,False,,9,3,231,0,0,3,0,0,1,0,1,1,3,0,0
A,A,141,71,10,6,False,,14,1,124,0,0,3,0,0,1,1,0,0,2,0,0
A,B,214,107,10,6,False,,5,10,199,0,0,4,0,0,1,2,1,1,5,0,0
B,B,221,111,7,10,False,,6,2,211,1,2,5,0,3,0,2,0,1,7,0,1
A,A,210,106,10,8,False,,8,4,193,0,0,4,0,2,1,1,1,0,5,0,0
A,A,161,81,10,6,False,,5,9,143,0,0,7,0,0,1,1,1,0,3,0,0
B,B,174,88,5,10,False,,7,3,162,0,0,9,0,1,2,1,1,1,6,0,0
B,B,109,55,4,10,False,A,9,3,97,0,0,5,1,1,2,0,0,0,3,1,0
A,B,252,126,10,7,False,B,10,3,239,0,0,3,1,1,1,0,0,0,2,1,0
A,A,187,94,10,8,False,,9,5,173,0,0,5,2,1,1,0,1,0,3,0,0
A,A,177,89,10,6,False,,8,2,167,0,0,3,1,0,1,1,1,2,5,0,0
B,B,168,85,7,10,False,,10,2,156,0,0,6,1,2,0,1,1,0,4,0,0
B,B,229,115,6,10,False,,9,5,215,0,0,6,1,0,2,0,0,0,2,0,0
A,B,190,95,10,5,False,,7,2,181,0,0,9,2,1,1,0,2,1,5,0,0
B,B,249,125,8,10,False,,12,4,233,0,0,5,1,1,0,0,0,0,1,0,0
A,B,202,101,10,7,False,,6,6,190,0,0,6,2,1,0,1,0,0,2,0,0
A,B,222,111,10,9,False,A,8,5,209,0,0,8,0,1,1,0,1,0,3,1,0
B,B,265,133,9,10,False,,8,5,252,0,0,7,0,0,0,0,3,0,3,0,1
A,A,239,120,10,7,False,,9,7,223,0,0,7,1,0,0,0,0,1,1,0,0
A,B,282,141,10,9,False,,10,1,271,0,0,6,1,1,0,0,1,2,4,0,0
B,B,173,87,7,10,False,,9,5,157,0,0,6,1,1,0,1,0,0,2,0,0
B,B,165,83,8,10,False,,5,9,149,0,0,9,0,0,2,2,0,0,4,0,0
B,A,232,116,8,10,False,,10,5,217,0,0,6,0,1,0,1,0,1,3,0,0
B,A,228,114,8,10,False,,9,5,214,0,0,7,0,1,1,0,0,1,3,0,0
A,B,150,76,10,7,False,,12,3,135,0,0,7,0,1,0,1,1,0,3,0,0
B,A,198,99,7,10,False,,6,5,187,0,0,4,1,0,0,1,1,0,2,0,0
A,B,142,71,10,9,False,,10,5,127,0,0,1,1,0,0,1,0,0,1,0,0
A,A,183,92,10,9,False,,13,2,168,0,0,7,0,0,0,0,1,1,2,0,0
B,A,166,84,7,10,False,,8,5,153,0,0,9,0,2,0,1,1,0,4,0,0
B,B,173,87,8,10,False,,6,5,159,0,0,7,0,2,0,2,0,1,5,0,0
A,B,220,110,10,5,False,,6,5,209,0,0,5,0,2,1,0,2,0,5,0,0
A,A,185,93,10,5,False,,10,3,172,0,0,6,1,0,2,0,0,0,2,0,0
A,A,143,72,10,6,False,,7,2,133,0,0,2,2,0,2,1,0,0,3,0,0
A,A,149,75,10,5,False,,7,2,137,0,0,5,0,0,0,2,2,0,4,0,0
A,A,161,81,10,7,False,B,7,4,149,0,0,5,1,2,0,1,0,2,5,1,0
B,B,181,91,8,10,False,,7,6,164,0,0,3,1,0,0,2,0,0,2,0,0
B,B,239,120,6,10,False,,5,4,230,1,2,3,2,1,1,0,1,1,5,0,0
B,A,154,77,6,10,False,,4,7,143,0,0,3,1,2,0,2,0,1,5,0,0
A,A,203,102,10,7,False,,7,8,188,0,0,8,1,1,0,0,1,0,2,0,0
A,A,239,120,10,9,False,,10,3,226,0,0,6,1,0,2,0,0,1,3,0,0
B,B,219,110,8,11,False,,9,3,203,0,0,6,1,1,1,1,0,1,4,0,0
B,B,275,138,7,10,False,,6,5,264,0,0,6,1,1,0,0,1,3,5,0,0
B,B,213,107,6,10,False,,11,2,199,0,0,5,0,1,1,1,2,1,6,0,0
B,A,236,118,8,10,False,A,7,3,226,0,0,5,2,1,2,0,3,0,6,1,0
A,B,254,127,10,8,False,,6,8,240,0,0,6,0,0,0,0,2,1,3,0,0
B,A,142,71,7,10,False,,10,3,129,0,0,6,0,0,0,2,2,1,5,0,0
A,A,189,95,10,7,False,,6,6,177,0,0,3,1,0,1,0,1,1,3,0,0
A,A,221,111,10,8,False,,4,10,204,0,0,6,0,1,0,2,1,1,5,0,0
B,A,190,96,5,10,False,,6,6,178,0,0,5,1,0,1,1,1,2,5,0,0
A,B,272,136,10,9,False,A,6,7,257,0,0,7,0,0,1,0,2,0,3,1,0
B,B,178,90,7,10,False,,7,4,165,0,0,6,0,1,1,2,0,1,5,0,0
B,B,163,82,6,10,False,,6,3,154,0,0,4,1,1,2,0,1,0,4,0,0
A,B,252,126,10,7,False,,5,7,240,0,0,6,1,1,2,0,0,1,4,0,0
A,B,290,145,10,8,False,,8,7,275,0,0,6,1,2,1,0,0,1,4,0,0
A,B,198,99,10,8,False,,10,4,184,0,0,7,0,0,1,1,0,0,2,0,0
B,A,140,70,9,10,False,A,12,2,122,0,0,7,1,0,1,2,0,0,3,1,0
A,A,195,98,10,6,False,A,4,6,182,0,0,6,0,0,1,1,1,1,4,1,0
A,A,206,104,10,6,False,,6,4,193,1,2,4,0,1,1,2,0,0,5,0,0
B,A,130,66,7,10,False,,9,5,114,0,0,7,1,1,1,2,1,0,5,0,0
B,A,166,84,7,10,False,,11,4,151,0,0,3,0,0,0,1,0,0,1,0,0
A,B,276,138,10,9,False,,5,7,264,0,0,6,2,1,1,2,1,0,5,0,0
B,A,182,92,7,10,False,,8,5,169,0,0,5,1,1,0,1,1,0,3,0,0
B,B,170,86,5,10,False,,10,1,158,0,0,7,0,3,0,1,1,1,6,0,0
B,B,219,110,8,10,False,,7,6,203,0,0,4,0,1,0,1,0,1,3,0,0
A,B,236,118,10,8,False,,9,5,222,0,0,7,0,0,2,0,1,0,3,0,0
A,A,147,74,10,4,False,,7,3,137,0,0,5,1,1,3,1,1,1,7,0,0
A,B,200,100,10,7,False,,9,6,185,0,0,6,1,0,0,1,0,2,3,0,1
B,A,152,76,7,10,False,,8,5,139,0,0,7,0,1,0,1,1,1,4,0,0
A,A,193,97,10,9,False,,8,2,179,0,0,5,0,1,1,1,2,0,5,0,0
A,B,144,72,10,6,False,A,12,0,132,0,0,9,0,1,0,1,0,0,2,1,0
B,B,169,85,6,10,False,,7,2,160,0,0,4,1,1,1,0,2,1,5,0,1
A,B,204,102,10,8,False,,9,4,191,0,0,7,0,1,1,1,0,2,5,0,0
A,A,161,81,10,9,False,A,7,7,147,0,0,10,1,1,0,1,0,0,2,1,0
A,B,184,93,10,5,False,,7,6,171,0,0,5,0,0,0,2,2,0,4,0,0
B,B,199,100,7,10,False,,6,6,187,0,0,4,1,1,0,0,1,2,4,0,0
A,B,156,78,10,8,False,,9,5,142,0,0,4,1,2,1,1,1,1,6,0,0
A,A,249,125,10,8,False,,3,10,236,0,0,6,0,1,1,0,1,3,6,0,0
A,B,234,117,10,4,False,,5,3,226,0,0,5,0,2,1,1,1,1,6,0,0
B,A,226,113,5,10,False,B,3,11,212,0,0,5,1,0,1,0,1,0,2,1,0
B,B,163,82,9,10,False,B,10,3,150,0,0,4,1,2,1,0,0,1,4,1,0
B,A,190,95,6,10,False,,8,3,179,0,0,5,0,1,0,2,1,0,4,0,0
B,B,203,102,6,10,False,,6,6,188,0,0,3,0,0,3,2,0,0,5,0,0
A,A,237,119,10,9,False,,10,5,222,0,0,3,1,1,0,0,0,2,3,0,0
B,A,254,127,8,10,False,B,6,4,244,0,0,5,0,0,1,0,1,3,5,1,0
A,A,205,103,10,8,False,,5,7,190,0,0,4,0,0,0,2,1,1,4,0,1
A,B,248,124,10,8,False,,7,6,235,0,0,5,0,2,1,0,0,1,4,0,0
A,A,139,70,10,4,False,A,8,5,126,0,0,8,1,1,0,1,0,2,4,1,0
B,A,176,88,6,12,False,,6,8,162,0,0,6,2,1,1,0,1,0,3,0,0
A,A,229,115,10,9,False,,9,4,216,0,0,7,0,0,1,0,1,1,3,0,0
A,B,166,83,10,7,False,,11,3,152,0,0,8,2,2,0,1,0,0,3,0,0
A,B,190,95,10,6,False,,2,6,182,0,0,6,0,2,1,2,0,1,6,0,1
A,B,178,89,10,6,False,,10,7,161,0,0,6,1,0,0,0,1,0,1,0,0
A,B,110,55,10,5,False,A|B,9,1,99,0,0,7,2,0,0,1,1,0,2,2,0
B,B,203,102,9,10,False,A,8,5,189,0,0,4,1,2,1,1,2,0,6,1,0
A,B,200,100,10,5,False,A,7,6,187,0,0,7,0,0,3,0,0,0,3,1,0
A,A,222,112,10,8,False,B,9,4,207,0,0,8,0,0,0,1,1,0,2,1,0
A,B,258,129,10,6,False,B,8,3,247,0,0,7,0,3,1,0,1,1,6,1,0
B,A,148,74,7,10,False,,12,0,136,0,0,4,0,0,2,1,1,1,5,0,0
B,A,214,107,8,10,False,,3,7,201,0,0,3,0,1,1,1,1,1,5,0,0
A,A,223,112,10,5,False,,10,1,212,0,0,4,0,1,0,0,1,1,3,0,0
A,A,275,138,10,9,False,,8,1,266,0,0,8,1,0,3,1,3,1,8,0,0
A,A,185,93,10,7,False,,8,2,175,0,0,2,2,1,0,0,2,2,5,0,0
B,B,175,88,6,10,False,,8,9,156,0,0,6,0,0,0,1,2,0,3,0,0
A,B,220,110,10,6,False,,8,6,206,0,0,4,0,0,1,1,0,2,4,0,0
B,B,169,85,9,10,False,,12,2,153,0,0,3,1,1,0,1,0,0,2,0,0
A,B,272,136,11,7,False,A,5,7,260,0,0,8,1,1,0,0,1,0,2,1,0
B,A,226,113,5,10,False,,8,2,216,0,0,3,2,1,2,0,0,2,5,0,0
A,A,179,90,10,9,False,B,10,4,163,0,0,5,0,1,1,1,0,0,3,1,0
A,A,180,91,10,6,False,,8,1,164,0,0,4,1,0,1,1,3,0,5,0,0
B,A,104,52,5,11,False,B,6,5,93,0,0,7,2,2,0,0,0,0,2,1,0
A,A,259,130,10,8,False,A,7,5,247,0,0,3,0,2,0,0,1,2,5,1,0
A,A,225,113,10,7,False,,9,3,211,0,0,11,0,0,0,2,1,0,3,0,0
B,B,186,94,8,10,False,,13,1,170,0,0,6,0,0,0,1,1,0,2,0,0
B,B,235,118,6,10,False,,5,5,225,0,0,8,1,2,1,2,0,0,5,0,0
A,B,194,97,10,5,False,,8,2,184,0,0,4,2,0,1,1,1,1,4,0,0
A,A,189,95,10,6,False,,7,5,176,0,0,5,1,0,0,1,2,1,4,0,0
A,B,138,69,10,5,False,B,2,5,131,1,2,6,2,2,0,0,1,2,6,1,0
B,A,174,88,6,10,False,A|B,6,3,165,0,0,8,0,1,1,2,1,0,5,2,0
B,A,136,68,9,10,False,,9,2,125,0,0,7,2,1,2,1,0,1,5,0,1
A,A,253,127,10,9,False,,10,1,240,1,2,5,0,0,0,0,2,1,4,0,0
B,B,209,105,8,10,False,A,10,0,199,0,0,7,2,1,1,0,2,0,4,1,0
B,A,150,75,6,10,False,,10,3,137,0,0,7,1,1,2,0,0,1,4,0,0
B,B,197,99,4,10,False,,7,5,182,0,0,7,0,0,0,1,2,1,4,0,0
B,A,182,91,7,10,False,,8,2,172,0,0,5,1,0,2,0,1,2,5,0,0
B,A,250,125,7,10,False,,8,4,238,0,0,3,1,1,2,1,0,0,4,0,0
B,A,196,98,7,10,False,,6,3,187,0,0,5,1,2,3,0,0,0,5,0,0
B,B,155,78,7,10,False,,5,3,146,1,2,6,0,0,1,2,1,3,8,0,0
A,B,166,83,10,6,False,,11,5,150,0,0,6,0,0,1,1,0,1,3,0,0
A,A,225,113,10,7,False,A,8,5,212,0,0,7,0,0,0,0,2,1,3,1,0
B,A,166,83,5,10,False,B,6,6,154,0,0,2,1,3,0,0,1,0,4,1,0
A,A,173,87,10,6,False,,10,3,158,0,0,4,0,1,1,1,1,0,4,0,0
A,B,238,119,10,5,False,A,6,5,227,0,0,4,1,0,1,0,2,0,3,1,0
A,B,184,92,10,6,False,,7,6,171,0,0,4,1,0,1,1,0,2,4,0,0
A,B,156,78,10,9,True,A,8,5,143,0,0,5,1,2,0,0,0,0,2,1,1
A,A,183,92,10,8,False,A,6,6,167,0,0,10,0,0,1,2,0,0,3,1,0
B,B,198,100,8,10,False,,7,9,180,0,0,5,1,0,0,2,0,0,2,0,0
A,A,215,108,10,6,False,,11,2,202,0,0,5,1,0,1,0,2,0,3,0,0
B,A,126,64,5,10,False,B,9,2,115,0,0,5,0,1,1,1,0,1,4,1,0
B,A,206,103,9,10,False,,8,6,192,0,0,9,1,1,0,1,0,1,3,0,0
A,B,300,150,10,8,False,,7,2,291,1,2,6,1,1,1,0,0,1,4,0,0
A,B,184,92,10,4,False,,9,5,170,0,0,7,2,1,1,0,0,0,2,0,0
B,B,219,110,7,10,False,,6,8,205,0,0,6,1,0,1,0,0,1,2,0,0
B,A,354,177,9,10,False,A|B,7,3,344,0,0,8,1,1,0,0,2,0,3,2,1
B,A,202,101,8,10,False,,9,6,187,0,0,6,0,0,2,0,0,1,3,0,0
A,B,174,87,10,6,False,,7,1,166,0,0,6,1,0,1,0,3,1,5,0,0
A,B,148,74,10,5,False,,6,6,136,0,0,4,0,1,1,1,1,0,4,0,0
A,A,161,81,10,6,False,,9,4,148,0,0,7,2,1,1,0,0,0,2,0,0
