vencedor_papel,primeiro_papel,turnos,rodadas,pontos_a,pontos_b,teve_comeback,juiz_papeis,atacar_principal,atacar_secundario,atacar_terciario,barragem_cadeia,barragem_profundidade_soma,colocar_local,evoluir,guardiao_Descanso,guardiao_Escudos,guardiao_Oprimidos,guardiao_Portais,guardiao_Restauracao,invocar_guardiao,invocar_juiz,invocar_mestre
B,A,232,116,9,10,True,,4,7,221,0,0,6,1,0,1,1,1,0,3,0,1
B,A,184,92,6,10,False,,11,1,172,0,0,8,0,2,1,2,0,1,6,0,0
A,A,301,151,10,9,False,,7,6,288,0,0,4,1,1,1,0,1,0,3,0,0
B,B,167,84,7,10,False,,8,3,155,0,0,5,1,1,0,2,1,1,5,0,0
B,B,263,132,8,10,False,,5,8,248,0,0,5,0,2,1,1,0,1,5,0,0
B,B,215,108,8,10,False,,6,5,201,0,0,3,0,1,0,2,0,2,5,0,0
B,A,252,126,9,10,False,,7,2,243,0,0,7,0,1,3,2,1,1,8,0,0
A,B,182,91,10,6,False,,8,4,170,0,0,4,1,1,2,0,1,1,5,0,0
B,A,174,87,7,10,False,,7,6,161,0,0,6,0,0,1,2,0,1,4,0,0
A,A,237,119,10,8,False,,11,2,224,0,0,6,1,1,0,0,0,1,2,0,0
A,A,159,80,10,4,False,,7,6,146,0,0,7,1,0,0,0,0,2,2,0,0
B,A,126,63,7,10,False,,9,4,113,0,0,6,0,1,2,1,0,0,4,0,0
B,A,196,98,4,10,False,B,10,3,183,0,0,5,0,0,2,0,1,0,3,1,0
B,A,130,65,5,10,False,B,6,3,121,0,0,4,1,2,0,1,1,1,5,1,0
A,B,100,50,10,4,False,,12,5,83,0,0,4,1,0,0,0,0,0,0,0,0
B,A,202,101,7,10,False,,7,4,191,0,0,7,2,1,0,0,0,2,3,0,0
A,B,158,79,10,4,False,,10,3,145,0,0,4,1,0,0,0,2,1,3,0,0
B,A,200,100,4,10,False,,4,7,189,0,0,5,1,1,0,1,1,2,5,0,0
A,B,230,115,10,9,False,,8,4,214,0,0,7,0,1,1,1,1,1,5,0,0
A,A,196,99,10,7,False,,6,5,181,0,0,6,0,0,0,2,1,2,5,0,0
B,A,214,107,7,10,False,B,6,7,201,0,0,7,1,1,0,2,1,0,4,1,0
A,B,208,104,10,7,False,,10,2,196,0,0,6,2,0,0,0,1,1,2,0,0
B,B,237,119,6,10,False,B,4,7,225,0,0,3,0,0,1,1,1,1,4,1,0
B,A,140,70,6,10,False,,7,9,124,0,0,8,0,0,0,1,0,0,1,0,0
A,B,196,98,10,8,False,,6,3,187,1,2,5,1,0,1,1,1,2,6,0,0
B,A,176,89,6,10,False,,8,4,164,0,0,7,0,0,2,2,1,1,6,0,0
B,B,254,128,7,10,False,,7,7,239,0,0,7,0,1,0,1,0,0,2,0,0
B,A,224,112,6,10,False,B,8,2,214,0,0,3,1,1,1,1,1,1,5,1,0
A,B,222,111,10,9,False,,7,5,210,0,0,4,1,1,2,0,1,0,4,0,0
B,A,196,98,7,10,False,B,8,4,184,0,0,7,1,1,0,0,2,1,4,1,1
B,B,185,93,6,10,False,B,7,1,177,0,0,4,1,2,2,0,1,1,6,1,0
B,B,151,76,6,10,False,,5,10,133,0,0,4,0,0,0,2,0,2,4,0,0
B,B,232,117,9,12,False,,9,4,217,0,0,9,1,1,0,1,1,1,4,0,0
A,A,201,101,10,7,False,B,7,5,187,0,0,8,1,1,2,1,0,0,4,1,0
A,A,241,121,10,8,False,,8,2,231,0,0,5,1,0,2,0,1,1,4,0,0
B,A,304,152,8,10,False,,8,1,295,0,0,6,0,2,0,0,2,0,4,0,1
A,B,224,112,10,9,False,,7,6,206,0,0,6,1,2,0,1,1,0,4,0,0
A,B,178,90,10,6,False,,4,4,167,0,0,2,1,1,1,2,1,1,6,0,0
A,A,213,107,10,7,False,,8,3,202,0,0,3,2,1,0,0,2,3,6,0,0
B,B,173,87,5,10,False,,12,1,159,0,0,6,1,1,1,1,1,0,4,0,0
B,B,217,109,9,10,False,,4,7,206,0,0,6,1,1,0,0,1,2,4,0,0
B,A,214,107,5,10,False,,6,4,204,0,0,5,1,2,1,0,2,0,5,0,0
B,A,214,108,8,10,False,,8,2,204,0,0,6,0,1,3,1,0,1,6,0,0
B,B,172,87,9,10,False,,9,4,154,0,0,8,0,0,0,3,2,1,6,0,0
B,A,238,119,6,10,False,,9,3,226,0,0,7,0,3,1,0,1,0,5,0,0
A,A,257,129,10,7,False,,8,4,245,0,0,4,0,1,2,0,0,1,4,0,0
A,A,205,103,10,8,False,,7,4,194,0,0,9,1,2,1,0,2,1,6,0,0
B,B,199,100,6,10,False,,8,1,187,0,0,4,0,2,2,1,0,0,5,0,0
A,B,140,70,10,4,False,B,8,5,127,0,0,5,1,0,1,0,0,1,2,1,0
A,A,171,86,10,7,False,,6,4,159,0,0,4,3,1,1,2,1,0,5,0,0
B,B,180,91,7,10,False,,10,4,164,0,0,5,1,0,0,1,1,0,2,0,0
A,A,103,52,10,5,False,,4,4,95,0,0,4,2,2,1,0,2,1,6,0,0
A,A,229,115,10,7,False,,10,3,216,0,0,7,0,1,0,0,2,1,4,0,0
B,A,178,90,7,10,False,,12,4,162,0,0,4,0,2,0,1,0,0,3,0,0
A,A,170,86,10,6,False,,7,3,158,0,0,7,0,1,4,1,1,0,7,0,0
B,A,230,115,9,10,False,,13,4,213,0,0,6,1,0,0,0,0,0,0,0,0
B,B,231,116,8,10,False,,9,5,213,0,0,9,0,1,2,2,0,0,5,0,0
B,B,221,111,9,10,True,,7,5,209,0,0,6,1,2,0,0,0,1,3,0,0
B,A,222,112,8,11,False,,8,2,212,0,0,6,1,2,0,1,1,2,6,0,0
B,B,271,136,8,10,False,,8,1,262,0,0,5,0,2,3,0,1,1,7,0,0
B,A,198,99,9,10,True,,9,5,184,0,0,4,1,0,2,0,0,0,2,0,0
B,B,187,94,8,10,False,,10,2,175,0,0,7,0,0,1,2,0,2,5,0,0
A,A,133,67,10,4,False,,6,4,123,1,2,5,1,1,2,0,1,0,5,0,1
A,A,215,108,10,7,False,,7,3,205,0,0,7,0,0,0,0,1,2,3,0,1
B,B,193,97,8,10,False,,8,4,180,0,0,5,1,0,1,1,1,0,3,0,0
B,B,145,73,7,10,False,B,10,4,130,0,0,7,1,0,0,2,0,0,2,1,0
A,A,223,112,10,9,False,B,9,5,209,0,0,5,1,2,0,0,0,0,2,1,0
A,A,253,127,10,9,False,,8,8,237,0,0,5,1,0,0,0,0,1,1,0,0
B,B,193,97,5,10,False,B,6,5,178,0,0,9,0,1,1,1,0,1,4,1,0
B,B,214,108,8,10,False,,5,3,204,0,0,4,0,0,2,2,1,0,5,0,0
B,B,170,86,9,10,True,,7,2,160,0,0,6,1,1,2,1,1,1,6,0,0
B,B,277,139,9,10,False,,9,4,264,0,0,4,1,2,1,0,1,0,4,0,0
B,A,230,115,7,10,False,B,5,7,218,0,0,4,1,0,1,0,1,0,2,1,0
B,A,190,96,7,10,False,,8,7,175,0,0,3,0,0,0,1,2,0,3,0,0
A,A,185,93,10,8,True,B,9,1,175,0,0,5,1,0,1,0,2,1,4,1,0
B,B,197,99,9,10,False,,8,2,186,0,0,5,1,0,0,1,3,1,5,0,0
A,B,142,71,10,6,False,,5,3,131,0,0,4,1,1,1,2,1,1,6,0,0
B,B,157,79,7,10,False,,9,4,143,0,0,5,1,0,1,1,1,0,3,0,0
B,B,247,124,8,10,False,B,6,3,238,0,0,5,0,0,1,0,1,2,4,1,0
B,B,265,133,8,10,False,,5,7,252,0,0,8,0,1,0,1,1,1,4,0,0
B,B,164,83,5,10,False,,7,4,151,0,0,7,1,1,0,2,0,1,4,0,0
B,A,250,125,9,10,False,,8,3,239,1,2,7,1,0,0,1,0,1,3,0,0
B,A,128,64,7,10,False,,8,4,116,0,0,2,1,1,1,1,2,0,5,0,0
B,A,136,68,6,10,False,,9,6,119,0,0,5,0,0,0,1,1,1,3,0,0
A,A,241,121,10,5,False,B,5,6,229,0,0,5,0,1,1,1,1,0,4,1,0
B,B,212,107,8,10,False,,8,4,197,0,0,6,0,1,0,2,0,0,3,0,0
B,A,126,63,4,10,False,,9,3,114,0,0,6,1,1,0,0,1,0,2,0,0
B,B,184,93,9,10,True,,8,4,170,0,0,5,2,0,1,2,1,0,4,0,0
A,B,246,123,10,9,False,,10,4,231,0,0,2,1,0,0,1,0,0,1,0,0
B,A,276,138,9,10,False,,8,8,256,0,0,6,0,1,0,0,0,0,1,0,0
B,B,221,111,9,10,True,,4,8,209,0,0,6,1,1,0,0,1,1,3,0,0
B,A,178,89,7,10,False,,8,4,166,0,0,6,0,1,1,1,1,0,4,0,0
B,A,202,101,8,10,False,,6,6,190,0,0,4,1,0,0,1,1,1,3,0,0
B,A,202,101,8,10,False,,7,8,187,0,0,9,0,1,1,0,1,1,4,0,0
A,B,156,78,10,5,False,,7,7,142,0,0,4,2,1,1,1,0,0,3,0,0
A,A,165,83,10,6,False,,9,4,152,0,0,6,1,2,1,0,1,0,4,0,0
A,A,173,87,10,8,False,,10,3,160,0,0,4,1,1,1,1,1,0,4,0,0
B,A,242,121,7,10,False,B,7,5,230,0,0,6,0,0,1,0,1,0,2,1,0
B,B,273,137,7,10,False,,2,6,265,0,0,4,1,2,0,1,2,1,6,0,0
B,B,269,135,9,10,False,,8,8,253,0,0,7,0,2,0,0,0,0,2,0,0
A,B,134,67,10,3,False,,6,6,122,1,2,6,1,0,0,1,2,1,4,1,0
B,A,174,87,5,10,False,,7,2,165,0,0,5,0,0,3,1,2,1,7,0,0
A,B,164,82,10,9,True,B,7,5,152,0,0,6,2,1,1,0,0,0,2,1,0
B,B,271,136,7,10,False,,7,5,259,0,0,5,1,3,1,0,0,0,4,0,0
B,B,203,102,8,10,False,,5,7,190,0,0,4,0,1,1,3,0,0,5,0,0
B,A,250,125,8,10,False,,4,7,239,0,0,6,1,2,1,0,0,2,5,0,0
B,B,167,84,6,10,False,,4,5,157,0,0,4,1,2,3,1,0,0,6,0,0
B,B,189,95,6,10,False,,7,8,174,0,0,5,1,1,2,0,1,0,4,0,0
B,A,206,103,9,10,False,,11,2,193,0,0,4,1,1,0,1,1,1,4,0,0
A,B,176,88,10,5,False,,9,1,166,0,0,6,2,0,3,0,1,1,5,0,0
B,B,231,116,7,10,False,,8,5,218,0,0,3,0,1,2,0,1,0,4,0,0
B,B,183,92,8,10,False,,5,8,170,0,0,4,2,0,0,1,1,2,4,0,0
B,B,157,79,5,10,False,,6,6,143,0,0,6,0,0,0,2,1,2,5,0,0
A,B,240,120,10,7,False,,11,2,227,0,0,6,0,0,1,0,0,1,2,0,0
B,A,238,119,8,10,False,B,5,4,229,0,0,9,2,1,0,0,1,2,4,1,0
B,A,194,97,5,10,False,B,8,3,183,0,0,6,0,1,1,2,0,1,5,1,0
B,A,210,105,6,10,False,,11,8,191,0,0,7,0,0,0,0,0,0,0,0,0
A,B,144,72,10,5,False,A|B,4,6,134,0,0,6,2,1,0,0,1,2,4,2,0
B,A,176,88,8,10,False,,10,4,162,0,0,6,0,0,1,1,2,1,5,0,0
B,A,198,99,8,10,False,B,7,3,188,0,0,6,1,1,2,0,1,0,4,1,0
A,A,315,158,10,9,False,,8,6,301,0,0,6,0,0,1,0,1,0,2,0,0
B,B,167,84,6,10,False,,6,7,154,0,0,3,2,1,1,1,0,2,5,0,0
A,B,76,38,10,2,False,,5,4,67,0,0,2,1,0,0,0,2,2,4,0,0
B,A,210,105,8,10,False,,11,2,197,0,0,6,0,0,1,0,2,1,4,0,0
B,B,141,71,6,10,False,,9,7,125,0,0,5,0,0,1,0,0,1,2,0,0
B,B,201,101,9,10,False,,10,2,189,0,0,7,0,0,0,0,2,2,4,0,0
B,A,212,107,6,10,False,,4,8,200,0,0,5,0,1,0,1,1,2,5,0,0
A,B,106,53,10,1,False,,7,5,94,0,0,4,1,1,0,0,1,1,3,0,0
B,A,168,84,6,10,False,,8,6,154,0,0,5,0,0,0,1,1,1,3,0,0
A,B,264,132,10,9,False,B,7,3,254,0,0,8,0,1,0,0,4,0,5,1,0
A,B,218,110,10,8,False,,3,9,206,0,0,5,1,1,0,1,3,0,5,0,0
B,B,189,95,7,10,False,,9,2,177,0,0,5,1,1,0,1,1,0,3,0,0
B,B,176,89,6,10,False,,9,5,161,0,0,6,0,1,1,1,0,0,3,0,0
B,B,212,107,6,10,False,,7,5,199,0,0,8,0,0,0,1,1,0,2,0,0
A,B,136,68,10,5,False,,9,3,124,0,0,7,1,1,1,0,0,2,4,0,0
A,B,170,85,10,6,False,B,5,4,161,0,0,5,2,0,3,1,0,1,5,1,0
A,A,269,135,10,7,False,,8,4,257,0,0,8,1,1,2,0,0,0,3,0,0
A,B,170,85,10,3,False,,7,0,163,0,0,4,2,0,2,1,0,2,5,0,1
B,A,198,100,7,10,False,,9,1,188,0,0,7,1,0,1,1,1,2,5,0,0
B,A,242,121,6,10,False,,7,3,232,0,0,7,0,1,3,0,1,0,5,0,0
A,B,90,45,10,0,False,,5,7,78,0,0,2,1,2,0,0,0,1,3,0,0
B,B,139,70,5,10,False,B,5,5,125,0,0,5,1,0,0,1,2,2,5,1,0
B,A,128,64,6,10,False,,10,3,115,0,0,3,0,0,1,1,0,1,3,0,0
B,A,176,88,8,10,False,B,7,3,165,0,0,3,3,0,1,2,1,1,5,1,0
B,B,245,123,7,10,False,B,8,7,230,0,0,6,0,0,2,0,0,0,2,1,0
B,B,273,137,8,10,False,B,7,6,260,0,0,8,0,1,1,0,0,0,2,1,0
B,B,229,115,9,10,False,,9,5,215,0,0,6,0,3,0,0,1,1,5,0,0
B,B,301,151,9,10,False,B,8,5,288,0,0,11,0,0,1,0,0,1,2,1,0
B,A,168,85,8,10,False,,8,2,155,0,0,4,0,1,0,3,0,2,6,0,0
B,A,162,81,8,10,False,,6,2,154,0,0,6,1,1,1,2,2,0,6,0,0
A,A,217,109,10,7,False,,7,5,205,0,0,6,1,1,0,0,1,2,4,0,0
A,A,115,58,10,7,False,,7,1,107,0,0,5,2,1,0,1,2,1,5,0,0
B,A,160,81,7,10,False,,7,6,147,0,0,5,1,0,1,2,1,1,5,0,0
A,A,233,117,10,8,False,,5,7,221,0,0,4,0,2,0,0,2,1,5,0,0
A,A,229,115,10,7,False,,12,3,214,0,0,2,0,1,0,0,1,0,2,0,0
B,A,220,111,8,10,False,,9,3,208,0,0,7,0,0,2,1,0,1,4,0,0
B,B,169,85,9,10,False,,7,2,160,0,0,9,1,0,3,1,2,1,7,0,0
A,A,229,115,10,9,False,,8,6,215,0,0,6,0,1,0,0,2,1,4,0,0
A,B,282,141,10,9,False,B,7,5,270,0,0,7,1,1,2,0,1,0,4,1,0
A,B,238,119,10,9,False,,9,5,224,0,0,7,0,1,0,0,0,2,3,0,0
A,B,146,73,10,5,False,,9,3,134,0,0,3,1,1,0,1,0,1,3,0,0
A,A,105,53,10,2,False,B,6,4,95,0,0,6,1,0,0,0,1,2,3,1,0
B,B,214,108,9,10,False,,9,5,197,0,0,9,0,1,1,1,0,0,3,0,0
B,A,220,110,9,10,False,A,5,3,212,0,0,5,1,1,1,1,2,1,6,1,0
B,A,240,120,8,10,False,,8,7,225,0,0,5,0,2,0,1,1,0,4,0,0
A,B,252,126,10,8,False,,4,7,241,0,0,5,0,1,3,0,1,0,5,0,0
A,B,206,103,10,9,False,B,9,4,193,0,0,4,1,0,1,1,1,1,4,1,0
B,B,184,93,7,10,False,,7,4,169,0,0,8,1,1,0,2,1,1,5,0,0
B,B,179,90,9,10,True,A|B,6,3,167,0,0,5,2,0,1,1,0,1,3,2,0
A,A,127,64,10,6,False,B,9,6,112,0,0,4,2,1,0,1,0,1,3,1,0
A,A,95,48,10,1,False,,3,3,89,0,0,2,1,2,2,1,0,0,5,0,0
A,A,211,106,10,5,False,,6,7,198,0,0,6,1,0,1,0,1,1,3,0,0
B,B,225,113,7,10,False,,10,3,211,0,0,3,0,2,0,1,0,1,4,0,0
A,B,262,131,10,8,False,,9,3,250,0,0,5,0,1,1,0,1,2,5,0,0
A,B,224,112,10,7,False,,12,5,207,0,0,6,0,0,0,0,0,0,0,0,0
A,B,174,87,10,6,False,,10,1,163,0,0,4,1,1,1,0,0,2,4,0,0
A,A,137,69,10,3,False,,10,6,121,0,0,6,1,0,0,0,0,0,0,0,0
B,B,213,107,8,10,False,,8,4,201,0,0,4,1,1,1,0,1,0,3,0,0
B,A,206,103,8,10,False,,10,4,192,0,0,6,1,1,0,1,0,2,4,0,0
B,A,228,114,8,10,False,,7,8,213,0,0,6,0,1,0,1,1,1,4,0,0
A,B,246,123,10,8,False,,9,8,229,0,0,5,0,0,1,0,0,0,1,0,0
B,B,175,88,5,10,False,,3,4,167,0,0,6,1,2,1,2,1,1,7,0,0
A,B,160,80,10,4,False,,8,4,148,1,2,5,1,1,0,0,0,1,3,0,0
A,B,270,135,10,7,False,A,5,6,259,0,0,6,1,2,1,0,1,0,4,1,0
A,B,144,72,10,7,False,,12,0,132,0,0,4,1,0,0,2,0,1,3,0,0
A,A,57,29,10,0,False,,8,1,48,0,0,3,1,0,0,0,0,0,0,0,0
A,B,112,56,10,2,False,,4,7,101,0,0,5,1,0,2,0,3,0,5,0,0
A,A,215,108,10,8,False,,8,2,205,1,2,2,1,0,0,0,1,1,2,1,0
B,A,196,99,7,10,False,,6,10,180,0,0,4,0,0,1,1,0,0,2,0,0
B,B,147,74,6,10,False,B,8,3,132,0,0,6,0,0,1,2,0,2,5,1,0
A,B,140,70,10,3,False,,7,6,127,0,0,4,2,2,0,0,0,2,4,0,0
B,A,148,74,6,10,False,,3,7,136,0,0,5,1,1,1,1,2,1,6,0,0
A,B,254,127,10,7,False,,7,3,244,0,0,9,0,2,2,0,1,1,6,0,0
B,B,213,107,9,10,False,,9,4,200,0,0,7,1,0,1,1,2,0,4,0,0
B,A,208,105,5,10,False,,9,4,195,0,0,5,0,1,1,1,1,0,4,0,0
B,B,207,104,8,10,False,,10,2,195,0,0,9,1,1,0,0,2,0,3,0,0
B,B,179,90,4,10,False,,11,1,166,0,0,2,0,0,1,1,0,1,3,0,0
A,B,220,110,10,9,False,,9,3,208,1,2,4,1,0,2,0,0,1,3,1,0
B,B,142,72,6,10,False,,9,2,126,0,0,9,0,2,2,1,0,0,5,0,0
B,B,233,117,9,10,False,,9,5,219,0,0,6,0,1,0,0,1,2,4,0,0
A,A,219,110,10,9,False,,8,3,208,0,0,6,1,1,1,0,1,2,5,0,0
B,B,179,90,5,10,False,B,11,3,165,0,0,6,0,1,1,0,0,1,3,1,0
A,B,260,130,10,9,False,,7,4,249,0,0,5,0,2,0,0,2,2,6,0,0
B,A,260,130,6,10,False,,8,5,247,1,2,10,0,1,1,0,0,0,3,0,0
A,B,178,90,10,9,False,,8,3,163,0,0,4,0,1,0,3,0,2,6,0,0
A,A,193,97,10,5,False,,7,4,182,0,0,4,1,2,2,0,0,0,4,0,0
A,A,225,113,10,6,False,,8,1,215,0,0,5,0,3,1,1,1,1,7,0,0
A,B,262,131,10,8,False,,4,8,250,0,0,4,0,1,2,0,1,0,4,0,0
A,B,260,130,10,8,False,,8,5,247,0,0,5,1,2,1,0,0,1,4,0,0
B,A,258,129,8,10,False,,6,6,246,0,0,9,2,1,0,0,1,1,3,0,0
B,A,216,109,8,10,False,,7,4,205,0,0,3,0,1,1,1,0,0,3,0,0
B,A,202,101,9,10,False,,10,5,187,0,0,7,0,0,1,1,1,0,3,0,0
A,B,230,116,10,9,False,,6,6,218,0,0,7,1,1,1,1,1,0,4,0,0
B,A,258,129,8,10,False,B,8,5,245,0,0,7,2,1,0,0,1,1,3,1,0
B,B,275,138,8,10,False,,5,6,264,0,0,7,1,0,2,0,0,2,4,0,0
A,B,248,124,10,9,False,B,7,5,236,0,0,6,1,1,0,0,1,2,4,1,0
B,B,200,101,7,10,False,,10,1,187,0,0,5,0,0,2,1,2,0,5,0,0
A,B,182,91,10,6,False,,11,3,168,0,0,6,0,0,1,0,0,2,3,0,0
A,A,149,75,10,7,False,B,8,3,138,0,0,5,2,2,0,2,1,0,5,1,0
B,A,200,101,9,10,False,,7,7,186,0,0,4,3,0,0,1,0,0,1,0,0
B,A,224,112,7,10,False,,10,3,211,0,0,6,1,2,0,0,0,1,3,0,0
B,A,148,75,7,10,False,B,7,4,137,0,0,7,2,0,1,1,1,0,3,1,0
A,A,181,91,10,4,False,A,5,6,170,0,0,5,1,2,0,0,2,1,5,1,0
B,A,250,125,9,10,False,,7,0,243,0,0,6,1,1,1,1,3,0,6,0,0
B,A,222,111,8,10,False,B,9,3,210,0,0,2,2,0,1,0,1,1,3,1,0
A,A,265,133,10,9,False,,9,2,254,0,0,4,3,0,2,0,0,1,3,0,0
A,B,152,77,10,9,False,,3,6,139,0,0,8,1,2,1,2,1,0,6,0,0
A,B,108,54,10,3,False,,12,2,94,0,0,4,1,0,0,0,1,0,1,0,0
B,B,170,86,6,10,False,,8,5,154,0,0,4,0,1,1,3,0,1,6,0,0
B,A,170,86,4,10,False,B,8,5,157,0,0,4,0,1,0,1,1,2,5,1,0
B,B,281,141,6,10,False,,10,5,266,0,0,4,0,2,0,0,0,1,3,0,0
B,A,234,117,7,10,False,,7,5,222,0,0,6,0,0,2,0,0,0,2,0,0
B,B,217,109,7,10,True,B,4,4,209,0,0,6,2,0,1,1,2,1,5,1,0
B,A,228,114,7,10,False,,4,7,217,0,0,3,0,1,2,1,2,0,6,0,0
A,A,147,74,10,3,False,,6,7,134,0,0,2,2,0,0,0,0,1,1,0,0
A,A,203,102,10,8,False,,6,5,192,0,0,5,0,2,0,1,2,0,5,0,1
A,B,222,111,10,6,False,,8,2,212,0,0,4,0,2,1,1,1,1,6,0,0
B,B,199,100,9,10,False,,9,5,185,0,0,4,0,0,0,0,2,1,3,0,0
A,A,243,122,10,6,False,,5,5,233,0,0,8,0,2,2,0,0,1,5,0,0
B,A,164,83,6,10,False,,7,1,156,0,0,5,0,1,2,1,2,0,6,0,0
B,A,210,105,9,10,False,,10,4,196,0,0,5,1,1,0,1,0,1,3,0,0
B,B,193,97,7,10,False,,10,4,179,0,0,7,0,0,2,1,0,1,4,0,0
B,A,180,90,6,10,False,,6,4,170,0,0,10,1,0,1,2,1,1,5,0,0
B,B,183,92,8,10,False,,7,5,170,0,0,6,1,0,1,1,1,1,4,0,0
B,B,197,99,8,10,True,,10,4,183,0,0,6,2,1,1,0,0,0,2,0,0
B,B,107,54,2,10,False,B,7,3,96,0,0,5,1,1,0,1,3,0,5,1,0
B,A,124,62,5,10,False,B,6,4,114,0,0,5,1,1,1,2,2,0,6,1,0
B,B,211,106,7,10,False,,7,7,195,0,0,6,0,0,3,1,0,0,4,0,0
B,B,203,102,9,10,False,,12,0,188,0,0,7,0,1,0,1,0,2,4,0,0
B,B,155,78,6,10,False,,8,4,141,0,0,4,1,0,0,1,1,0,2,0,0
B,A,92,47,2,10,False,B,8,4,80,0,0,7,1,0,0,1,0,2,3,1,0
A,B,204,103,10,8,False,,7,2,191,1,2,6,0,0,0,2,2,1,6,0,0
B,A,256,128,9,10,False,,5,8,243,0,0,6,0,0,1,0,2,0,3,0,0
B,A,170,85,8,10,False,,11,4,155,0,0,7,1,2,1,1,1,0,5,0,0
B,A,174,87,8,10,False,,12,1,161,0,0,5,0,0,2,1,1,0,4,0,0
B,A,166,83,6,10,False,,11,4,151,0,0,4,0,2,1,0,0,0,3,0,0
B,B,285,143,9,10,False,B,6,7,272,0,0,5,0,0,1,0,2,1,4,1,0
B,B,259,130,7,10,False,,6,8,245,0,0,9,0,1,0,0,0,1,2,0,0
B,B,161,81,5,10,False,,6,5,149,0,0,3,0,0,1,3,0,1,5,0,0
B,A,212,106,7,10,False,,7,6,199,0,0,4,1,2,1,0,1,1,5,0,0
A,B,180,90,10,8,False,A|B,10,2,168,0,0,6,0,0,1,1,0,0,2,2,0
B,B,177,89,8,10,False,B,5,4,163,0,0,8,1,1,1,2,1,1,6,1,0
B,A,212,106,5,10,False,,7,5,200,0,0,7,0,2,1,1,1,1,6,0,0
B,A,228,115,6,10,False,,7,4,217,0,0,5,0,3,1,2,1,0,7,0,0
A,B,166,83,10,3,False,,9,6,151,0,0,1,1,0,1,0,0,0,1,0,0
B,B,239,120,6,10,False,,8,3,228,1,2,7,0,2,0,0,0,1,4,0,0
B,B,213,107,6,10,False,B,6,4,203,0,0,8,0,0,2,1,2,0,5,1,0
B,A,192,96,9,10,False,B,8,5,179,0,0,2,1,0,0,1,3,1,5,1,0
B,A,236,118,9,10,False,,7,6,223,0,0,7,0,1,1,0,0,2,4,0,0
A,B,206,103,10,7,False,B,6,7,193,0,0,6,1,0,2,0,0,1,3,1,0
B,A,126,63,6,10,False,,9,6,111,0,0,8,0,1,0,2,0,0,3,0,0
A,B,186,94,10,9,False,,7,5,172,0,0,8,0,1,1,3,0,1,6,0,0
B,B,251,126,8,10,False,,6,7,238,0,0,8,0,2,0,0,1,1,4,0,0
B,B,277,139,7,10,False,B,8,6,263,0,0,7,0,1,1,0,1,1,4,1,0
B,A,202,101,7,10,False,B,5,6,191,0,0,9,0,1,0,1,3,0,5,1,0
B,A,212,106,5,10,False,B,7,7,198,0,0,3,0,0,2,0,1,0,3,1,0
B,B,217,109,6,10,False,,11,2,204,0,0,7,0,1,1,0,1,1,4,0,0
B,A,154,77,8,10,False,,7,6,141,0,0,6,0,0,2,1,0,0,3,0,0
B,A,134,67,5,10,False,,9,2,121,0,0,5,0,0,1,0,3,0,4,0,0
B,A,214,107,8,10,False,,9,1,204,1,2,7,0,1,2,0,0,0,4,0,0
A,B,218,109,10,8,False,,10,3,205,0,0,4,1,0,1,0,1,1,3,0,0
B,B,159,80,7,10,False,,8,3,145,0,0,6,0,0,0,1,1,1,3,0,0
B,A,140,71,5,10,False,B,10,2,128,0,0,7,0,2,0,2,0,0,4,1,0
A,B,210,105,10,6,False,,6,6,198,0,0,6,0,1,1,1,0,1,4,0,0
B,A,132,66,7,10,False,,8,2,122,0,0,5,0,1,2,2,1,0,6,0,0
B,A,196,98,6,10,False,,10,4,182,0,0,4,2,0,0,0,1,1,2,0,0
B,A,232,116,9,10,False,,8,7,217,0,0,6,0,2,0,0,0,1,3,0,0
B,A,190,96,9,10,False,,10,3,177,0,0,4,1,1,0,1,0,1,3,0,0
A,B,276,138,10,9,False,,9,3,264,0,0,9,0,1,1,0,1,1,4,0,0
B,B,251,126,8,10,False,,7,5,237,0,0,5,0,1,2,0,0,1,4,0,0
B,A,76,39,4,10,False,,8,1,67,0,0,3,0,0,0,1,1,0,2,0,0
B,B,157,79,5,10,False,,8,5,142,0,0,7,0,0,1,2,1,0,4,0,0
B,B,142,72,4,10,False,B,6,5,128,0,0,5,1,2,0,2,0,0,4,1,0
B,A,168,84,8,10,False,B,8,5,155,0,0,6,1,0,1,1,0,1,3,1,0
A,B,188,94,10,8,False,,8,4,174,0,0,6,2,2,1,2,0,0,5,0,0
B,A,152,77,7,10,False,,10,3,139,1,2,6,1,1,0,1,0,1,3,1,0
A,A,273,137,10,8,False,,10,1,262,0,0,6,0,1,1,0,0,1,3,0,0
A,B,168,84,10,6,False,B,4,4,160,1,2,6,1,2,0,1,1,0,5,1,0
A,A,187,94,10,7,False,,7,6,173,0,0,7,0,0,1,1,1,0,3,0,0
B,B,167,84,6,10,False,B,8,3,154,0,0,7,1,0,0,1,1,1,3,1,0
B,A,174,87,4,10,False,,8,7,159,0,0,5,2,1,0,0,1,1,3,0,0
B,A,212,106,5,10,False,,5,8,199,0,0,7,0,2,1,1,1,0,5,0,0
B,B,225,113,7,10,False,,9,4,212,0,0,6,2,3,0,0,0,0,3,0,0
B,B,147,74,9,10,False,B,7,9,130,0,0,7,0,0,0,1,1,0,2,1,0
B,B,119,60,8,10,False,,9,2,108,0,0,4,1,1,1,1,0,1,4,0,0
