vencedor_papel,primeiro_papel,turnos,rodadas,pontos_a,pontos_b,teve_comeback,juiz_papeis,atacar_principal,atacar_secundario,atacar_terciario,barragem_cadeia,barragem_profundidade_soma,colocar_local,evoluir,guardiao_Descanso,guardiao_Escudos,guardiao_Oprimidos,guardiao_Portais,guardiao_Restauracao,invocar_guardiao,invocar_juiz,invocar_mestre
A,A,91,46,10,1,False,,5,4,82,0,0,4,1,1,1,0,1,1,4,0,0
B,A,226,113,7,10,False,,10,3,213,0,0,6,1,2,0,0,0,1,3,0,0
B,A,182,91,5,10,False,B,6,4,172,0,0,6,0,0,1,1,1,2,5,1,0
A,B,278,139,10,8,False,,9,4,265,0,0,5,0,1,1,0,0,1,3,0,0
B,A,160,81,8,10,False,,9,3,144,0,0,7,0,1,0,3,0,0,4,0,0
A,B,140,70,10,6,False,B,6,3,127,0,0,3,1,1,0,1,1,2,5,1,1
A,B,144,72,10,5,False,B,7,4,133,0,0,5,2,0,0,0,1,1,2,1,0
B,B,205,103,7,10,False,,6,5,192,0,0,5,0,1,1,1,0,1,4,0,0
B,B,183,92,8,10,False,,10,3,168,0,0,5,0,1,1,1,0,1,4,0,1
B,A,216,108,7,10,False,,8,4,204,0,0,7,0,0,1,1,2,0,4,0,0
B,B,205,103,8,10,False,,6,4,195,1,2,7,0,2,1,0,1,0,5,0,0
A,B,228,115,10,7,False,,4,7,214,0,0,8,1,0,1,2,0,0,3,0,0
A,B,186,93,10,8,False,,6,3,176,0,0,7,1,1,1,1,3,0,6,0,0
B,A,182,91,8,10,False,B,7,3,172,0,0,9,0,0,1,1,1,1,4,1,0
A,B,214,107,10,7,False,,11,4,199,0,0,9,1,0,1,0,0,1,2,0,0
B,A,174,88,7,10,False,,10,2,162,0,0,5,0,0,1,1,0,0,2,0,0
A,B,236,118,10,7,False,,6,7,223,0,0,5,1,0,1,0,2,0,3,0,0
A,B,270,135,10,9,False,,8,7,255,0,0,5,0,2,0,0,1,2,5,0,0
B,A,136,69,9,10,True,,7,6,123,0,0,7,1,1,0,1,1,1,4,0,0
A,A,145,73,10,6,False,B,8,4,133,0,0,3,1,1,0,2,0,0,3,1,0
A,B,204,102,10,9,False,B,9,1,194,0,0,8,2,0,0,0,3,2,5,1,0
A,A,179,90,10,7,False,,5,6,168,0,0,8,1,1,1,1,2,1,6,0,0
A,A,185,93,10,8,False,,7,4,172,0,0,6,1,1,1,1,0,0,3,0,0
A,A,179,90,10,6,False,,7,3,168,0,0,5,1,1,1,1,1,2,6,0,0
A,B,170,85,10,7,False,,8,2,160,0,0,5,0,0,2,1,1,1,5,0,0
B,A,212,107,8,10,False,,7,5,200,0,0,7,0,0,0,2,2,1,5,0,0
B,A,184,92,5,10,False,,7,3,174,0,0,6,0,3,0,2,0,0,5,0,0
A,A,247,124,10,8,False,B,10,5,232,0,0,8,0,1,0,0,0,0,1,1,0
B,A,276,138,9,10,False,,9,5,262,0,0,7,1,0,0,0,2,1,3,0,0
A,A,229,115,10,8,False,,11,5,213,0,0,4,2,0,1,0,0,0,1,0,0
B,A,164,82,7,10,False,,9,2,153,0,0,8,0,1,0,3,0,1,5,0,0
B,B,236,119,9,10,False,A,6,6,222,0,0,11,0,1,1,1,0,1,4,1,0
B,A,128,64,4,10,False,,10,2,116,0,0,3,0,0,1,1,0,1,3,0,0
B,A,204,102,6,10,False,,10,7,187,0,0,6,0,0,0,0,0,2,2,0,0
B,B,163,82,6,10,False,,8,3,151,0,0,6,1,1,0,2,0,1,4,0,0
A,B,234,117,10,9,False,B,6,0,228,0,0,8,1,0,4,0,1,1,6,1,0
B,B,177,89,6,10,False,,7,6,159,0,0,8,0,1,1,1,0,3,6,0,0
A,B,178,89,10,7,False,,10,6,162,0,0,4,1,0,0,0,0,0,0,0,0
B,B,121,61,6,10,False,B,7,2,112,0,0,5,1,1,1,0,0,2,4,1,0
B,B,235,118,8,10,False,,8,4,221,0,0,4,0,2,0,0,0,1,3,0,0
B,A,194,97,8,10,False,B,9,4,181,0,0,7,0,0,0,1,1,1,3,1,0
B,A,210,105,9,10,False,,11,1,198,0,0,5,0,1,1,1,0,1,4,0,0
B,A,226,114,7,10,False,,10,4,212,0,0,5,1,0,1,1,0,2,4,0,0
B,B,221,111,7,10,False,,12,1,208,0,0,6,0,0,1,0,2,0,3,0,0
B,A,242,121,9,10,False,,5,5,232,0,0,3,0,1,1,0,3,1,6,0,0
B,A,186,93,7,10,False,,5,4,177,0,0,4,1,4,0,0,1,0,5,0,0
B,A,224,113,8,10,False,,9,3,212,0,0,6,1,1,0,1,0,0,2,0,0
A,A,135,68,10,7,False,B,6,7,122,0,0,3,1,0,2,0,0,0,2,1,0
A,B,118,59,10,2,False,,6,7,105,0,0,3,1,0,0,1,0,1,2,0,0
A,A,63,32,10,0,False,,7,4,52,0,0,4,1,0,0,0,1,0,1,0,0
A,B,184,92,10,7,False,,5,4,175,0,0,3,1,1,3,1,0,1,6,0,0
A,B,170,85,10,7,False,B,5,5,160,0,0,6,2,2,1,0,1,1,5,1,1
B,B,209,105,9,10,True,,8,3,195,0,0,7,1,1,1,2,0,0,4,0,0
B,B,166,84,5,10,False,,6,6,152,0,0,8,0,1,0,1,1,1,4,0,0
B,B,153,77,6,10,False,,9,5,137,0,0,3,0,1,0,2,0,0,3,0,0
B,A,240,121,7,10,False,,11,2,227,0,0,6,0,2,0,1,0,1,4,0,0
B,A,154,77,4,10,False,B,6,6,142,1,2,6,2,0,1,0,0,0,2,1,0
B,A,218,109,8,10,False,,5,6,207,0,0,5,0,0,1,1,3,1,6,0,0
B,B,235,118,8,10,False,,7,7,221,0,0,6,0,1,0,0,0,0,1,0,0
A,A,147,74,10,6,False,,11,4,132,0,0,7,1,0,1,0,1,1,3,0,0
B,A,186,94,7,10,False,,5,8,173,0,0,4,0,2,0,1,0,0,3,0,0
B,B,255,128,8,10,False,,12,2,241,0,0,7,1,2,1,0,1,0,4,0,0
B,B,241,121,7,10,False,B,8,6,225,0,0,8,0,1,0,0,0,1,2,1,1
A,B,272,136,10,9,False,,7,4,261,0,0,7,0,1,0,0,4,0,5,0,0
A,B,244,122,10,8,False,,6,7,231,0,0,4,1,0,2,0,2,1,5,0,0
A,B,286,143,10,6,False,,3,6,277,0,0,5,0,2,1,0,1,2,6,0,0
B,B,189,95,6,10,False,,11,3,174,0,0,8,0,0,1,1,2,1,5,0,0
A,B,194,97,10,5,False,B,6,4,184,0,0,2,2,1,0,0,1,0,2,1,0
B,B,173,87,8,10,True,,5,5,161,0,0,4,1,2,2,3,0,0,7,0,0
A,B,174,87,10,7,False,,6,4,162,0,0,5,1,1,1,3,0,0,5,0,0
B,B,214,108,7,10,False,B,7,5,202,0,0,4,1,0,2,1,0,1,4,1,0
A,A,161,81,10,7,False,,8,1,149,0,0,6,0,0,3,1,1,1,6,0,0
B,A,174,87,7,10,False,,8,4,162,0,0,6,0,0,1,2,0,1,4,0,0
B,B,145,73,5,10,False,,7,6,130,0,0,6,0,1,0,1,1,1,4,0,0
B,B,369,185,9,10,False,,5,2,362,0,0,8,0,1,2,0,2,2,7,0,0
B,B,165,83,7,10,False,,10,2,151,0,0,5,0,0,1,3,0,2,6,0,0
A,A,121,61,10,5,False,,9,3,108,0,0,2,1,1,2,1,2,0,6,0,0
A,A,139,70,10,7,False,,8,4,127,0,0,5,1,1,1,1,1,1,5,0,0
A,A,243,122,10,9,False,,4,3,236,1,2,4,1,2,1,0,2,2,7,1,0
B,A,144,72,7,10,False,,11,1,132,0,0,8,0,0,1,1,1,0,3,0,0
B,A,188,94,9,10,False,,8,3,177,0,0,6,1,1,1,2,1,0,5,0,0
A,B,220,110,10,9,False,,8,4,206,0,0,3,1,3,0,1,2,0,6,0,0
B,B,226,114,7,10,False,,7,2,213,0,0,6,1,2,1,2,1,1,7,0,0
A,A,177,89,10,4,False,,9,2,166,0,0,6,2,0,1,0,1,0,2,0,0
B,A,226,113,8,10,False,,8,2,216,0,0,3,0,0,2,0,1,1,4,0,0
A,B,104,52,10,3,False,,7,4,93,0,0,3,1,0,1,0,1,1,3,0,0
B,A,152,76,5,10,False,B,10,4,138,0,0,7,0,2,0,0,0,0,2,1,0
B,A,194,97,7,10,False,,7,6,181,0,0,6,0,3,1,1,0,0,5,0,0
B,B,331,166,9,10,False,,8,5,318,0,0,5,0,0,1,0,1,2,4,0,0
A,B,140,70,10,9,False,B,8,4,127,0,0,5,2,0,1,1,1,0,3,1,0
B,A,210,105,8,10,False,,8,6,196,0,0,5,0,1,2,0,0,0,3,0,0
B,B,185,93,9,10,False,B,8,6,171,0,0,4,0,1,1,0,1,1,4,1,0
B,A,236,118,9,10,False,A,9,3,224,0,0,5,0,2,0,0,1,0,3,1,1
B,B,105,53,4,10,False,,9,3,93,0,0,6,1,0,2,1,0,1,4,0,0
B,B,181,91,4,10,False,,5,5,170,0,0,4,0,1,2,2,0,0,5,0,0
B,A,174,87,5,10,False,,8,3,163,0,0,5,0,1,0,1,1,2,5,0,1
B,A,206,103,6,10,False,,10,5,191,0,0,5,0,1,0,0,0,1,2,0,0
B,A,150,75,7,10,False,B,4,2,144,1,2,5,2,0,1,1,0,2,5,1,0
B,B,131,66,6,12,False,B,10,5,114,0,0,7,2,0,0,1,1,0,2,1,0
A,B,132,66,10,6,False,B,7,5,120,0,0,3,1,0,0,0,2,1,3,1,0
B,B,134,68,7,10,False,B,7,5,119,0,0,5,1,0,0,2,1,1,4,1,0
B,A,302,151,9,10,False,,5,8,289,0,0,7,0,2,1,0,0,1,4,0,0
A,A,261,131,10,6,False,,9,3,249,0,0,7,1,1,0,0,1,3,5,0,0
B,A,188,94,7,10,False,B,9,2,177,0,0,6,1,2,2,0,0,0,4,1,0
B,A,224,112,9,10,False,,9,3,212,0,0,6,0,0,1,2,0,1,4,0,0
B,A,156,78,6,10,False,B,13,1,142,0,0,7,0,1,0,1,0,0,2,1,0
A,A,199,100,10,9,False,,4,4,189,0,0,7,0,0,3,2,1,2,8,0,0
B,A,216,108,5,11,False,,7,1,208,0,0,4,1,3,1,1,2,1,8,0,0
B,B,248,125,9,10,False,,8,3,235,0,0,7,0,1,1,1,2,0,5,0,0
B,B,207,104,7,10,False,,11,0,196,0,0,9,0,2,0,0,2,0,4,0,0
B,A,244,123,9,10,False,,9,4,231,0,0,6,0,0,2,1,0,0,3,0,0
B,A,210,105,7,10,False,,9,2,199,0,0,3,1,0,1,0,2,1,4,0,0
B,B,214,108,7,10,False,,10,3,201,0,0,4,1,0,0,1,2,1,4,0,0
B,B,171,86,8,10,False,,6,6,153,0,0,4,0,1,1,2,0,0,4,0,0
A,B,228,114,10,9,True,,7,2,219,0,0,1,2,2,2,0,0,0,4,0,0
B,B,179,90,6,10,False,,8,7,161,0,0,8,0,0,3,1,0,0,4,0,0
B,A,150,75,6,10,False,,9,3,138,0,0,6,0,0,1,1,0,1,3,0,0
B,A,180,90,9,10,False,,10,4,166,0,0,7,0,0,0,1,0,1,2,0,0
A,A,127,64,10,7,False,,9,3,112,0,0,4,1,0,1,2,1,0,4,0,0
B,A,258,129,7,10,False,B,5,8,245,1,2,9,0,0,0,0,0,2,3,1,0
B,B,253,127,9,10,False,,6,6,241,0,0,9,0,2,0,0,1,1,4,0,0
B,B,193,97,6,10,False,,9,3,181,0,0,6,0,1,0,1,0,0,2,0,0
B,A,114,58,4,10,False,,7,3,104,0,0,2,0,0,0,2,1,1,4,0,0
B,A,226,113,7,10,False,,9,7,210,0,0,9,0,1,1,0,1,0,3,0,0
B,A,220,110,7,10,False,B,10,5,205,0,0,7,1,1,0,0,0,0,1,1,0
B,B,245,123,6,10,False,,6,4,235,0,0,6,0,1,0,0,2,1,4,0,0
A,A,253,127,10,8,False,,10,4,239,0,0,4,0,1,1,0,0,1,3,0,0
B,A,228,114,9,10,False,,12,1,215,0,0,5,0,0,1,0,0,1,2,0,0
B,A,174,88,4,10,False,,9,3,160,0,0,5,1,0,0,2,0,1,3,0,0
B,B,273,137,7,10,False,,7,4,262,1,2,6,0,2,0,0,1,1,5,0,0
A,B,204,102,10,7,False,,9,3,192,0,0,3,0,1,0,0,1,1,3,0,0
A,B,250,125,10,9,False,,5,5,237,0,0,5,0,0,0,2,2,0,4,0,0
B,A,150,75,6,10,False,,9,5,136,0,0,4,0,0,0,1,1,1,3,0,0
B,B,177,89,7,10,False,,10,6,159,0,0,5,0,0,0,2,0,0,2,0,0
B,B,201,101,7,10,False,,6,3,189,0,0,10,0,1,1,1,2,1,6,0,0
B,B,193,97,5,10,False,B,7,10,176,0,0,8,0,1,0,0,0,1,2,1,0
B,B,162,82,8,10,False,,8,6,146,0,0,7,0,2,0,1,0,0,3,0,0
A,A,132,67,10,8,False,,7,6,117,0,0,5,0,1,1,2,0,0,4,0,0
B,A,202,101,8,10,False,,8,5,189,0,0,6,0,1,0,0,3,1,5,0,0
B,B,219,110,9,10,False,B,5,5,209,0,0,8,1,1,2,0,0,1,4,1,0
B,A,206,104,9,10,False,,9,2,195,0,0,4,0,1,2,1,1,0,5,0,0
B,A,182,92,9,10,True,,7,4,171,0,0,7,2,2,0,1,0,2,5,0,0
B,A,274,137,8,10,False,,4,5,265,0,0,9,0,2,1,0,2,2,7,0,0
A,A,151,76,10,4,False,,5,5,141,0,0,2,1,1,0,0,1,1,3,0,0
A,B,220,110,10,9,False,B,9,3,208,0,0,8,1,0,1,1,0,1,3,1,0
B,B,175,88,8,11,False,,9,5,161,0,0,6,2,1,2,0,0,0,3,0,0
A,B,178,90,10,8,False,A,6,8,163,0,0,8,1,0,1,2,0,1,4,1,0
B,A,224,112,7,10,False,,5,6,213,0,0,6,0,0,0,1,1,2,4,0,0
B,B,253,127,7,10,False,,8,4,241,0,0,7,0,1,0,1,0,1,3,0,0
B,B,275,138,9,10,False,,6,5,264,0,0,8,1,1,1,0,1,1,4,0,0
B,B,265,133,7,10,False,,6,6,253,0,0,9,0,1,3,0,1,0,5,0,0
A,B,112,56,10,4,False,,11,3,98,0,0,4,1,1,1,1,0,1,4,0,0
B,A,198,99,6,10,False,B,5,7,186,0,0,5,0,0,1,1,2,0,4,1,0
A,B,250,125,10,6,False,A,10,3,231,0,0,9,1,1,0,0,1,0,2,1,0
B,A,194,97,5,10,False,,10,4,180,0,0,7,1,2,0,0,1,1,4,0,0
A,A,183,92,10,5,False,,5,9,168,0,0,7,1,1,0,1,1,0,3,0,0
B,B,227,114,7,10,False,,10,4,213,0,0,5,0,3,0,0,0,2,5,0,0
B,B,169,85,5,10,False,,7,6,155,0,0,6,1,0,1,1,0,1,3,0,0
A,A,243,122,10,8,False,,4,7,228,0,0,6,0,1,0,1,0,1,3,0,0
B,A,208,104,8,10,False,,10,3,195,0,0,6,1,1,0,1,1,1,4,0,0
A,B,240,120,10,6,False,B,7,4,229,0,0,6,1,2,0,0,0,2,4,1,0
B,A,180,90,6,10,False,,6,5,169,0,0,5,1,1,0,2,0,2,5,0,0
B,A,196,98,6,10,False,,6,2,188,1,2,6,0,0,1,3,1,0,6,0,0
B,B,231,116,8,10,False,,7,5,217,0,0,6,0,1,0,1,0,1,3,0,0
A,A,135,68,10,6,True,B,6,5,124,0,0,6,3,0,0,0,1,0,1,1,0
B,B,143,72,4,10,False,B,8,2,130,0,0,7,0,1,0,2,0,2,5,1,0
B,B,241,121,8,10,False,,8,7,226,0,0,5,1,1,1,0,0,0,2,0,0
A,B,84,42,10,0,False,,4,2,78,0,0,3,1,2,0,0,0,2,4,0,0
A,B,160,80,10,5,False,B,8,1,151,1,2,5,2,1,0,0,0,0,2,1,0
A,A,225,113,10,7,False,B,9,4,212,0,0,7,1,1,0,0,2,1,4,1,0
A,A,215,108,10,7,False,,7,2,205,0,0,5,0,0,5,1,1,1,8,0,0
A,A,243,122,10,9,False,,9,3,231,0,0,4,1,0,0,0,1,2,3,0,0
A,B,124,62,10,6,False,,5,5,114,0,0,4,2,1,0,2,0,0,3,0,0
B,A,216,108,9,10,False,,7,6,203,0,0,7,0,0,2,1,0,1,4,0,0
A,B,206,103,10,9,False,,5,2,197,0,0,4,1,2,1,1,2,0,6,0,0
B,B,175,88,3,10,False,,10,2,162,0,0,6,1,1,0,1,0,0,2,0,0
A,B,224,112,10,9,False,,6,6,212,0,0,6,0,0,0,1,1,3,5,0,0
B,B,229,115,8,10,False,,4,10,215,0,0,3,0,0,1,0,1,0,2,0,0
B,B,181,91,9,10,False,,7,4,166,0,0,8,0,0,0,2,1,1,4,0,0
A,B,210,105,10,7,False,B,5,2,203,0,0,4,1,2,0,0,1,3,6,1,0
B,B,154,78,7,10,False,,12,1,137,0,0,7,1,1,1,2,0,0,4,0,0
B,B,125,63,6,10,False,,11,2,110,0,0,5,1,0,0,2,1,1,4,0,0
A,A,265,133,10,9,False,B,4,3,258,0,0,6,2,2,0,0,2,2,6,1,0
A,B,210,105,10,7,False,,10,1,199,0,0,4,0,1,0,1,0,2,4,0,0
B,A,174,87,7,10,False,B,7,5,161,0,0,6,1,0,0,1,2,0,3,1,0
B,A,228,114,7,10,False,,11,1,216,0,0,5,0,3,0,0,1,0,4,0,0
B,A,226,113,6,10,False,,8,4,214,0,0,6,1,1,1,0,2,1,5,0,0
A,B,172,86,10,8,True,,10,3,159,0,0,5,2,0,1,0,0,0,1,0,0
A,B,164,82,10,6,False,,7,3,154,0,0,7,1,0,3,0,1,2,6,0,0
B,A,164,83,6,10,False,,9,3,152,0,0,6,0,1,1,1,0,1,4,0,0
B,B,207,104,6,10,False,,8,4,195,0,0,2,0,1,4,1,0,0,6,0,0
B,A,186,93,9,10,False,,6,2,176,0,0,6,0,1,1,3,2,0,7,0,0
B,B,114,58,5,10,False,,10,6,97,0,0,6,1,1,1,1,0,0,3,0,0
A,A,173,87,10,8,False,,7,3,163,0,0,4,2,0,2,0,3,1,6,0,0
B,B,163,82,4,10,False,,5,5,152,1,2,4,0,1,1,1,2,1,7,0,0
B,B,227,114,8,10,False,,9,3,215,0,0,7,0,0,1,0,0,3,4,0,0
A,A,111,56,10,4,False,,14,2,95,0,0,2,1,0,1,0,0,1,2,0,0
B,B,224,113,9,10,False,,6,7,209,0,0,4,0,0,1,1,1,0,3,0,0
B,A,214,107,9,10,False,,8,1,205,0,0,7,1,1,0,1,1,2,5,0,0
A,A,165,83,10,7,False,,8,4,151,0,0,5,0,0,1,1,0,3,5,0,0
A,A,253,127,10,9,False,,10,3,240,0,0,8,0,1,1,0,1,1,4,0,0
A,B,282,141,10,8,False,,5,7,270,0,0,6,0,0,1,0,2,0,3,0,0
A,A,91,46,10,6,False,,9,6,74,0,0,5,1,0,0,2,0,0,2,0,0
A,B,234,118,10,9,False,,2,6,223,1,2,5,1,1,0,2,1,1,6,0,0
A,B,220,110,10,7,False,,7,2,211,1,2,5,0,0,2,1,2,0,6,0,0
B,B,154,78,7,10,True,B,4,7,143,0,0,7,2,0,1,2,1,0,4,1,0
B,A,200,100,7,10,False,,8,4,188,0,0,2,0,1,1,1,1,0,4,0,0
B,B,177,89,6,10,False,,9,1,164,0,0,3,0,0,1,1,1,1,4,0,1
B,A,166,83,6,10,False,,10,5,151,0,0,4,1,1,0,1,0,0,2,0,0
B,A,204,102,6,10,False,B,9,5,190,0,0,3,0,0,0,0,2,0,2,1,0
B,B,203,102,7,10,False,,8,4,188,0,0,7,0,1,1,1,1,1,5,0,0
A,B,238,119,10,9,False,B,7,5,226,0,0,4,1,2,0,0,0,1,3,1,0
A,B,174,87,10,9,False,B,9,2,163,0,0,9,2,0,2,0,2,0,4,1,0
B,B,259,130,9,11,False,,9,4,246,0,0,8,1,0,1,0,0,0,1,0,0
A,A,103,52,10,2,False,,8,4,91,0,0,4,1,0,1,0,0,1,2,0,0
A,A,191,96,10,5,False,,8,5,177,0,0,3,0,0,0,1,1,1,3,0,0
B,B,239,120,9,10,False,B,7,4,228,0,0,9,2,2,0,0,1,1,4,1,0
A,A,185,93,10,7,False,,5,4,176,0,0,5,2,1,0,0,1,3,5,0,0
B,B,155,78,5,10,False,,6,3,142,0,0,6,0,2,0,1,1,3,7,0,0
B,B,259,130,8,10,False,,7,4,248,0,0,7,1,1,0,0,0,3,4,0,0
B,A,202,101,7,10,False,,7,4,191,0,0,6,0,0,1,2,0,1,4,0,0
A,B,158,79,10,9,False,,9,1,144,0,0,5,2,1,1,1,1,1,5,0,0
A,B,178,89,10,6,False,,4,7,167,0,0,2,1,0,2,1,1,1,5,0,0
A,B,114,57,10,2,False,,8,6,100,0,0,3,1,2,0,0,0,0,2,0,0
B,A,192,97,7,10,False,,8,1,183,0,0,9,0,2,2,1,0,0,5,0,0
B,A,222,111,6,10,False,,9,0,213,0,0,5,0,1,1,1,0,2,5,0,0
B,B,205,103,7,10,False,,8,5,191,0,0,4,0,0,2,1,1,0,4,0,0
B,B,162,82,7,10,False,,8,5,149,0,0,6,1,1,0,1,0,0,2,0,0
B,A,152,76,9,10,False,B,10,3,139,0,0,9,1,0,2,0,1,0,3,1,0
B,A,118,59,3,10,False,,7,4,103,0,0,6,1,0,0,2,2,1,5,0,0
A,B,152,76,10,9,False,,11,3,135,0,0,3,1,1,0,1,0,1,3,0,0
A,A,175,88,10,2,False,A,4,5,166,0,0,7,0,2,0,0,1,2,5,1,0
B,B,205,103,8,10,False,,5,11,189,0,0,5,0,1,0,0,0,1,2,0,0
B,B,193,97,8,10,False,B,7,6,180,0,0,6,0,0,1,1,1,0,3,1,1
B,B,145,73,5,10,False,B,6,5,133,0,0,8,1,0,0,1,0,3,4,1,0
B,A,176,88,7,10,False,B,7,7,162,0,0,8,1,2,1,0,0,1,4,1,0
A,B,122,61,10,4,False,,9,2,111,0,0,6,2,0,1,0,0,2,3,0,0
B,B,179,90,7,10,False,,6,5,168,0,0,7,1,1,1,2,1,0,5,0,0
B,A,174,87,8,10,True,B,8,3,163,0,0,8,1,1,2,2,0,1,6,1,0
B,A,124,62,8,11,False,B,9,3,112,0,0,8,2,0,2,1,1,0,4,1,0
A,B,238,119,10,9,False,,9,3,226,0,0,6,0,1,1,0,0,0,2,0,0
A,B,306,153,10,8,False,,8,5,293,0,0,4,2,1,0,0,2,0,3,0,0
A,A,157,79,10,8,False,,11,1,145,0,0,7,1,2,2,1,0,0,5,0,0
B,A,146,73,7,10,False,,8,3,135,0,0,5,1,2,0,1,1,0,4,0,0
A,A,153,77,10,3,False,A,7,5,141,0,0,3,2,0,0,1,3,0,4,1,0
B,A,286,143,9,10,False,B,8,6,272,0,0,6,1,2,1,0,1,0,4,1,0
B,B,223,112,8,10,False,,8,6,209,0,0,5,0,0,2,0,1,0,3,0,0
B,B,225,113,6,10,False,B,7,3,215,0,0,2,1,1,2,0,0,1,4,1,0
B,A,156,79,7,10,False,,7,3,146,0,0,4,1,0,1,1,1,3,6,0,0
B,A,172,86,9,10,False,,7,3,159,0,0,5,0,1,1,2,0,1,5,0,0
A,A,111,56,10,5,False,,7,4,100,0,0,4,1,2,0,1,1,2,6,0,0
B,A,166,84,7,10,False,,8,4,154,0,0,6,1,1,0,1,1,0,3,0,0
A,B,270,135,10,9,False,,6,4,260,0,0,4,0,2,1,0,1,0,4,0,0
B,B,177,89,9,10,False,B,9,1,167,0,0,5,2,0,1,0,2,0,3,1,0
B,B,181,91,6,10,False,,4,7,169,0,0,8,0,1,1,2,1,0,5,0,0
A,A,161,81,10,8,False,B,10,4,147,0,0,7,1,0,0,0,0,0,0,1,0
A,A,267,134,10,9,False,,6,5,256,0,0,6,0,2,2,0,1,0,5,0,0
B,A,174,87,7,10,False,,9,3,162,0,0,5,0,0,0,1,0,2,3,0,0
B,A,184,92,8,10,False,B,7,3,174,0,0,6,1,0,2,1,1,1,5,1,0
B,B,147,74,9,12,False,,8,5,131,0,0,7,1,0,0,2,0,1,3,0,0
B,B,153,77,7,10,False,,10,1,141,0,0,5,0,0,0,3,0,1,4,0,0
B,B,201,101,9,10,False,,7,6,188,0,0,7,1,2,0,0,0,1,3,0,0
A,A,213,107,10,6,False,B,6,5,202,0,0,7,1,2,0,0,1,2,5,1,0
B,B,183,92,5,10,False,,9,1,171,0,0,6,0,3,1,1,0,1,6,0,0
B,B,165,83,7,10,False,,9,3,153,0,0,2,2,1,0,0,2,0,3,0,0
B,A,214,107,6,10,False,A,4,7,203,0,0,6,0,1,3,1,0,0,5,1,0
B,B,202,102,8,10,False,,9,3,187,0,0,8,1,1,0,2,2,0,5,0,0
B,A,180,91,7,10,False,,10,2,168,0,0,4,0,1,0,2,0,2,5,0,0
B,A,190,96,8,10,False,B,5,5,180,0,0,5,1,1,0,1,1,1,4,1,0
B,B,199,100,7,10,False,,8,5,185,0,0,6,0,1,1,1,0,1,4,0,0
A,A,295,148,10,9,False,B,9,5,281,0,0,5,0,1,0,0,1,0,2,1,0
B,A,160,80,6,10,False,B,9,1,150,0,0,4,1,0,0,2,2,0,4,1,0
B,A,200,100,7,10,False,B,10,1,187,0,0,9,1,1,1,1,0,2,5,1,0
A,B,274,137,10,8,False,,7,6,261,0,0,9,1,1,1,0,0,3,5,0,0
A,B,264,132,10,7,False,,9,4,251,0,0,7,1,1,0,0,1,2,4,0,0
B,A,230,115,7,10,False,,9,2,219,0,0,5,2,1,1,1,1,1,5,0,0
A,B,184,92,10,8,False,,9,2,173,0,0,7,1,1,0,0,2,1,4,0,0
A,B,190,95,10,8,False,,4,8,175,0,0,6,0,0,0,2,1,1,4,0,0
A,B,150,75,10,4,False,A,5,3,142,0,0,3,1,0,3,1,2,1,7,1,0
B,B,247,124,8,10,False,,9,8,230,0,0,3,0,2,0,0,0,1,3,0,0
A,B,260,130,10,6,False,A|B,5,8,247,0,0,7,0,0,1,0,0,2,3,2,0
B,A,164,82,7,10,False,,8,2,154,0,0,6,0,1,2,1,1,2,7,0,0
B,A,258,129,8,10,False,,8,4,246,1,2,8,1,0,2,0,0,0,2,1,0
A,B,174,87,10,6,False,,6,7,161,0,0,7,0,0,1,1,0,0,2,0,1
A,B,282,141,10,9,False,,9,3,270,0,0,10,0,1,2,0,1,0,4,0,0
B,A,172,86,8,10,False,,7,4,161,1,2,5,1,0,0,2,2,0,5,0,0
B,B,173,87,6,10,False,,9,2,160,0,0,4,0,0,3,1,1,0,5,0,0
A,B,134,67,10,4,False,,7,5,122,0,0,6,2,0,0,0,2,0,2,0,0
B,A,198,99,9,10,False,,11,4,181,0,0,10,0,0,1,2,0,1,4,0,0
A,B,150,75,10,6,False,B,12,4,134,0,0,7,1,1,0,0,1,0,2,1,0
B,B,137,69,5,10,False,,8,6,122,0,0,2,0,1,1,1,0,1,4,0,0
A,B,142,71,10,5,False,,8,3,131,0,0,6,1,2,0,0,0,1,3,0,0
A,A,81,41,10,3,False,,5,5,71,0,0,4,1,0,0,0,1,3,4,0,0
A,A,129,65,10,5,False,,10,2,117,0,0,4,2,1,0,0,1,1,3,0,0
A,A,285,143,10,6,False,,5,6,274,0,0,5,0,1,0,0,0,2,3,0,0
B,B,183,92,7,10,False,,8,2,171,0,0,4,0,0,0,1,2,2,5,0,0
B,B,201,101,9,10,False,,8,5,187,0,0,5,1,0,1,1,0,1,3,0,0
B,B,231,116,8,10,False,,6,8,215,0,0,5,0,1,0,2,1,1,5,0,0
B,B,143,72,5,10,False,,12,1,130,0,0,5,2,1,0,0,0,0,1,0,0
A,B,242,121,10,7,False,,10,3,229,0,0,6,0,1,1,0,1,0,3,0,0
A,B,294,147,10,9,False,,4,4,286,0,0,6,0,0,0,1,2,2,5,0,0
B,B,221,111,8,10,False,B,8,3,210,0,0,5,1,0,2,1,1,1,5,1,0
B,B,163,82,7,10,False,,9,5,147,0,0,7,0,0,0,2,1,1,4,0,0
B,A,184,93,8,10,False,,11,1,170,0,0,6,0,0,0,2,0,2,4,0,0
B,B,194,98,9,10,False,,5,4,184,0,0,7,0,1,1,1,3,1,7,0,0
